"","OperatorName","PlantName","PlantState","County","OperatorID","PlantID","GeneratorID","UniqueID","NetGeneration2018","NameplateCapacityMW","Technology","EnergySource1","Status","OperatingMonth","OperatingYear","PlannedRetirementMonth","PlannedRetirementYear","CapacityFactor"
"543","GenOn Mid-Atlantic LLC","Dickerson","MD","Montgomery",12653,1572,"ST1","12653 1572 ST1",59291,196,"Conventional Steam Coal","BIT","OP",6,1959,NA,NA,3.45325458950704
"546","Constellation Mystic Power LLC","Mystic Generating Station","MA","Middlesex",49965,1588,"7","49965 1588 7",140776,617,"Petroleum Liquids","RFO","OP",6,1975,NA,NA,2.60458989217232
"557","NRG Canal 3 Development LLC","Canal","MA","Barnstable",61708,1599,"1","61708 1599 1",82595,585,"Petroleum Liquids","RFO","OP",6,1968,NA,NA,1.61173555009171
"558","NRG Canal 3 Development LLC","Canal","MA","Barnstable",61708,1599,"2","61708 1599 2",56536,580,"Petroleum Liquids","RFO","OP",1,1976,NA,NA,1.11273815147221
"559","NAEA Energy Massachusetts LLC","Essential Power Massachusetts LLC","MA","Hampden",56401,1642,"3","56401 1642 3",2950,113.6,"Natural Gas Steam Turbine","NG","OP",1,1957,NA,NA,0.296441893369349
"560","Town of Braintree - (MA)","Potter Station 2","MA","Norfolk",2144,1660,"CC2","2144 1660 CC2",6414,76,"Natural Gas Fired Combined Cycle","NG","OP",4,1977,NA,NA,0.963410237923576
"561","Town of Braintree - (MA)","Potter Station 2","MA","Norfolk",2144,1660,"CC3","2144 1660 CC3",1262,25,"Natural Gas Fired Combined Cycle","NG","OP",4,1977,NA,NA,0.576255707762557
"562","City of Taunton","Cleary Flood Hybrid","MA","Bristol",18488,1682,"8","18488 1682 8",2247,28.3,"Petroleum Liquids","RFO","OP",6,1966,6,2023,0.906384626555012
"563","City of Taunton","Cleary Flood Hybrid","MA","Bristol",18488,1682,"9A","18488 1682 9A",17363,23,"Natural Gas Fired Combined Cycle","NG","OP",10,1976,NA,NA,8.61772880682946
"564","City of Taunton","Cleary Flood Hybrid","MA","Bristol",18488,1682,"CA9","18488 1682 CA9",57287,95,"Natural Gas Fired Combined Cycle","NG","OP",12,1975,NA,NA,6.88380197068012
"565","Consumers Energy Co","Dan E Karn","MI","Bay",4254,1702,"3","4254 1702 3",25998,692.5,"Natural Gas Steam Turbine","NG","OP",1,1975,NA,NA,0.428564363780228
"566","Consumers Energy Co","Dan E Karn","MI","Bay",4254,1702,"4","4254 1702 4",27037,709.8,"Natural Gas Steam Turbine","NG","OP",9,1977,NA,NA,0.434828899001713
"568","Consumers Energy Co","Dan E Karn","MI","Bay",4254,1702,"1B","4254 1702 1B",100457,136,"Conventional Steam Coal","SUB","OP",11,1959,5,2023,8.43212798818158
"570","Consumers Energy Co","Dan E Karn","MI","Bay",4254,1702,"2B","4254 1702 2B",0,136,"Conventional Steam Coal","SUB","OP",3,1961,5,2023,0
"586","Wisconsin Electric Power Co","Presque Isle","MI","Marquette",20847,1769,"5","20847 1769 5",67178,90,"Conventional Steam Coal","SUB","OP",12,1974,3,2019,8.52080162354135
"597","Lansing Board of Water and Light","Eckert Station","MI","Ingham",56155,1831,"6","56155 1831 6",59167,80,"Conventional Steam Coal","SUB","OP",8,1970,12,2020,8.4427796803653
"601","Wyandotte Municipal Serv Comm","Wyandotte","MI","Wayne",21048,1866,"4","21048 1866 4",0,11.5,"Natural Gas Steam Turbine","NG","OP",1,1948,NA,NA,0
"602","Wyandotte Municipal Serv Comm","Wyandotte","MI","Wayne",21048,1866,"5","21048 1866 5",0,22,"Natural Gas Steam Turbine","NG","OS",1,1958,NA,NA,0
"603","Wyandotte Municipal Serv Comm","Wyandotte","MI","Wayne",21048,1866,"6","21048 1866 6",0,7.5,"Natural Gas Steam Turbine","NG","OS",1,1969,NA,NA,0
"604","Wyandotte Municipal Serv Comm","Wyandotte","MI","Wayne",21048,1866,"7","21048 1866 7",4022,32,"Natural Gas Steam Turbine","NG","OP",7,1986,NA,NA,1.43478881278539
"605","Wolverine Power Supply Coop","Claude Vandyke","MI","Allegan",20910,1880,"6","20910 1880 6",8223,23,"Natural Gas Fired Combined Cycle","NG","OP",1,1967,NA,NA,4.08129839189994
"606","ALLETE, Inc.","Syl Laskin","MN","St Louis",12647,1891,"1","12647 1891 1",8546,58,"Natural Gas Steam Turbine","NG","OP",6,1953,NA,NA,1.68201857975122
"607","ALLETE, Inc.","Syl Laskin","MN","St Louis",12647,1891,"2","12647 1891 2",5347,58,"Natural Gas Steam Turbine","NG","OP",9,1953,NA,NA,1.052393323886
"612","ALLETE, Inc.","M L Hibbard","MN","St Louis",12647,1897,"3","12647 1897 3",1664,35.3,"Wood/Wood Waste Biomass","WDS","OP",6,1949,NA,NA,0.538114271670095
"613","ALLETE, Inc.","M L Hibbard","MN","St Louis",12647,1897,"4","12647 1897 4",8621,37.5,"Wood/Wood Waste Biomass","WDS","OP",6,1951,NA,NA,2.62435312024353
"632","Hutchinson Utilities Comm","Hutchinson Plant #1","MN","McLeod",9130,1980,"8","9130 1980 8",6354,16,"Natural Gas Fired Combined Cycle","NG","OP",1,1971,NA,NA,4.5333904109589
"633","New Ulm Public Utilities Comm","New Ulm","MN","Brown",13488,2001,"3","13488 2001 3",0,6,"Natural Gas Steam Turbine","NG","OS",1,1957,NA,NA,0
"634","New Ulm Public Utilities Comm","New Ulm","MN","Brown",13488,2001,"4","13488 2001 4",1683,15,"Natural Gas Steam Turbine","NG","OP",1,1965,NA,NA,1.28082191780822
"635","New Ulm Public Utilities Comm","New Ulm","MN","Brown",13488,2001,"6","13488 2001 6",453,6,"Natural Gas Steam Turbine","NG","OP",5,1997,NA,NA,0.861872146118721
"638","Willmar Municipal Utilities","Willmar","MN","Kandiyohi",20737,2022,"3","20737 2022 3",8178,18,"Natural Gas Steam Turbine","NG","OP",11,1970,NA,NA,5.18645357686454
"639","Willmar Municipal Utilities","Willmar","MN","Kandiyohi",20737,2022,"ST2","20737 2022 ST2",0,8,"Natural Gas Steam Turbine","NG","SB",9,1956,NA,NA,0
"649","Entergy Mississippi LLC","Rex Brown","MS","Hinds",12685,2053,"4","12685 2053 4",157949,238.7,"Natural Gas Steam Turbine","NG","OP",7,1959,6,2019,7.5537108347537
"650","Clarksdale Public Utilities","L L Wilkins","MS","Coahoma",3702,2059,"6","3702 2059 6",0,6,"Natural Gas Fired Combined Cycle","NG","OP",10,1996,NA,NA,0
"651","Clarksdale Public Utilities","L L Wilkins","MS","Coahoma",3702,2059,"7","3702 2059 7",0,7.5,"Natural Gas Fired Combined Cycle","NG","OP",10,1961,NA,NA,0
"652","Clarksdale Public Utilities","L L Wilkins","MS","Coahoma",3702,2059,"8","3702 2059 8",165,16.2,"Natural Gas Fired Combined Cycle","NG","OP",10,1965,NA,NA,0.116269237273803
"653","Clarksdale Public Utilities","L L Wilkins","MS","Coahoma",3702,2059,"9","3702 2059 9",61,25.5,"Natural Gas Fired Combined Cycle","NG","OP",10,1971,NA,NA,0.0273077267436655
"656","Public Serv Comm of Yazoo City","Yazoo","MS","Yazoo",21095,2067,"2","21095 2067 2",0,5,"Natural Gas Fired Combined Cycle","NG","SB",6,1945,NA,NA,0
"657","Public Serv Comm of Yazoo City","Yazoo","MS","Yazoo",21095,2067,"3","21095 2067 3",0,12.6,"Natural Gas Fired Combined Cycle","NG","OP",7,1954,NA,NA,0
"658","Public Serv Comm of Yazoo City","Yazoo","MS","Yazoo",21095,2067,"GT1","21095 2067 GT1",0,16.5,"Natural Gas Fired Combined Cycle","NG","OP",4,1968,NA,NA,0
"661","Cooperative Energy","Moselle","MS","Jones",17568,2070,"3","17568 2070 3",26536,59,"Natural Gas Steam Turbine","NG","OP",8,1970,1,2025,5.13427753269871
"666","Evergy Metro","Hawthorn","MO","Jackson",10000,2079,"6","10000 2079 6",89233,170,"Natural Gas Fired Combined Cycle","NG","OP",6,1997,NA,NA,5.99200913242009
"667","Evergy Metro","Hawthorn","MO","Jackson",10000,2079,"9","10000 2079 9",30900,142.8,"Natural Gas Fired Combined Cycle","NG","OP",7,2000,NA,NA,2.47016614865124
"675","Evergy Missouri West","Lake Road (MO)","MO","Buchanan",56211,2098,"4","56211 2098 4",4148,90,"Natural Gas Steam Turbine","NG","OP",8,1966,12,2019,0.526128868594622
"680","Union Electric Co - (MO)","Meramec","MO","St Louis",19436,2104,"1","19436 2104 1",12533,137.5,"Natural Gas Steam Turbine","NG","OP",5,1953,12,2022,1.04051473640515
"681","Union Electric Co - (MO)","Meramec","MO","St Louis",19436,2104,"2","19436 2104 2",24767,137.5,"Natural Gas Steam Turbine","NG","OP",7,1954,12,2022,2.05620589456206
"687","City of Columbia - (MO)","Columbia (MO)","MO","Boone",4045,2123,"7","4045 2123 7",0,22,"Conventional Steam Coal","BIT","OP",1,1965,NA,NA,0
"688","City of Columbia - (MO)","Columbia (MO)","MO","Boone",4045,2123,"8","4045 2123 8",23058,35,"Natural Gas Steam Turbine","NG","OP",1,1970,NA,NA,7.52054794520548
"689","City of Independence - (MO)","Blue Valley","MO","Jackson",9231,2132,"2","9231 2132 2",2991,25,"Natural Gas Steam Turbine","NG","OP",5,1958,NA,NA,1.36575342465753
"690","City of Independence - (MO)","Blue Valley","MO","Jackson",9231,2132,"3","9231 2132 3",13977,65,"Natural Gas Steam Turbine","NG","OP",8,1965,NA,NA,2.45468914646997
"691","City of Independence - (MO)","Blue Valley","MO","Jackson",9231,2132,"ST1","9231 2132 ST1",2461,25,"Natural Gas Steam Turbine","NG","OP",4,1958,NA,NA,1.12374429223744
"692","City Utilities of Springfield - (MO)","James River Power Station","MO","Greene",17833,2161,"4","17833 2161 4",0,60,"Natural Gas Steam Turbine","NG","OS",5,1964,12,2020,0
"693","City Utilities of Springfield - (MO)","James River Power Station","MO","Greene",17833,2161,"5","17833 2161 5",264,105,"Natural Gas Steam Turbine","NG","OS",5,1970,12,2020,0.0287018917155903
"699","Nebraska Public Power District","Canaday","NE","Gosper",13337,2226,"1","13337 2226 1",720,108.8,"Natural Gas Steam Turbine","NG","OP",1,1958,NA,NA,0.0755439161966156
"710","Omaha Public Power District","North Omaha","NE","Douglas",14127,2291,"1","14127 2291 1",307,73.5,"Natural Gas Steam Turbine","NG","OP",7,1954,12,2023,0.0476811729257913
"712","Omaha Public Power District","North Omaha","NE","Douglas",14127,2291,"3","14127 2291 3",333,108.8,"Natural Gas Steam Turbine","NG","OP",4,1959,12,2023,0.0349390612409347
"716","Nevada Power Co","Clark (NVE)","NV","Clark",13407,2322,"10","13407 2322 10",85070,104.4,"Natural Gas Fired Combined Cycle","NG","OP",5,1994,NA,NA,9.30190346227191
"719","Nevada Power Co","Clark (NVE)","NV","Clark",13407,2322,"GT7","13407 2322 GT7",80588,92.5,"Natural Gas Fired Combined Cycle","NG","OP",6,1980,NA,NA,9.94545230161668
"734","RC Cape May Holdings LLC","B L England","NJ","Cape May",55768,2378,"2","55768 2378 2",14044,163.2,"Conventional Steam Coal","BIT","OP",11,1964,4,2019,0.982350702838213
"735","RC Cape May Holdings LLC","B L England","NJ","Cape May",55768,2378,"3","55768 2378 3",0,176.4,"Petroleum Liquids","RFO","OS",12,1974,4,2019,0
"776","Danskammer Energy","Danskammer Generating Station","NY","Orange",58971,2480,"1","58971 2480 1",2663,72,"Natural Gas Steam Turbine","NG","OP",12,1951,NA,NA,0.422215880263825
"777","Danskammer Energy","Danskammer Generating Station","NY","Orange",58971,2480,"2","58971 2480 2",2672,73.5,"Natural Gas Steam Turbine","NG","OP",9,1954,NA,NA,0.41499704904793
"778","Danskammer Energy","Danskammer Generating Station","NY","Orange",58971,2480,"3","58971 2480 3",14162,147.1,"Natural Gas Steam Turbine","NG","OP",10,1959,NA,NA,1.09902560616361
"779","Danskammer Energy","Danskammer Generating Station","NY","Orange",58971,2480,"4","58971 2480 4",10884,239.4,"Natural Gas Steam Turbine","NG","OP",9,1967,NA,NA,0.5189915427839
"796","National Grid Generation LLC","Port Jefferson","NY","Suffolk",56505,2517,"4","56505 2517 4",156271,188,"Natural Gas Steam Turbine","NG","OP",11,1960,NA,NA,9.48891236762849
"798","Cayuga Operating Company, LLC","Cayuga Operating Company","NY","Tompkins",22125,2535,"1","22125 2535 1",82505,155.3,"Conventional Steam Coal","BIT","OP",9,1955,NA,NA,6.06463554116793
"799","Cayuga Operating Company, LLC","Cayuga Operating Company","NY","Tompkins",22125,2535,"2","22125 2535 2",12882,167.2,"Conventional Steam Coal","BIT","OA",10,1958,NA,NA,0.879514321295143
"804","NRG Oswego Harbor Power Operations Inc","Oswego Harbor Power","NY","Oswego",13923,2594,"ST5","13923 2594 ST5",20347,901.8,"Petroleum Liquids","RFO","OP",6,1975,NA,NA,0.257564525945572
"805","NRG Oswego Harbor Power Operations Inc","Oswego Harbor Power","NY","Oswego",13923,2594,"ST6","13923 2594 ST6",21378,901.8,"Petroleum Liquids","RFO","OP",12,1979,NA,NA,0.270615542127313
"806","GenOn New York, LLC","Bowline Point","NY","Rockland",12792,2625,"1","12792 2625 1",238893,621,"Natural Gas Steam Turbine","NG","OP",9,1972,NA,NA,4.39144773123332
"807","GenOn New York, LLC","Bowline Point","NY","Rockland",12792,2625,"2","12792 2625 2",234225,621,"Natural Gas Steam Turbine","NG","OP",5,1974,NA,NA,4.30563827675203
"808","Jamestown Board of Public Util","S A Carlson","NY","Chautauqua",9645,2682,"5","9645 2682 5",765,24.5,"Natural Gas Steam Turbine","NG","OP",8,1951,NA,NA,0.35644394744199
"816","Duke Energy Carolinas, LLC","G G Allen","NC","Gaston",5416,2718,"1","5416 2718 1",72521,163.2,"Conventional Steam Coal","BIT","OP",6,1957,12,2024,5.07270402453219
"817","Duke Energy Carolinas, LLC","G G Allen","NC","Gaston",5416,2718,"2","5416 2718 2",87141,163.2,"Conventional Steam Coal","BIT","OP",11,1957,12,2024,6.09534481600859
"818","Duke Energy Carolinas, LLC","G G Allen","NC","Gaston",5416,2718,"3","5416 2718 3",158697,272,"Conventional Steam Coal","BIT","OP",10,1959,12,2024,6.66032937147462
"819","Duke Energy Carolinas, LLC","G G Allen","NC","Gaston",5416,2718,"4","5416 2718 4",175298,278,"Conventional Steam Coal","BIT","OP",10,1960,NA,NA,7.19826878223449
"851","FirstEnergy Generation Corp","FirstEnergy W H Sammis","OH","Jefferson",6526,2866,"1","6526 2866 1",23351,190.4,"Conventional Steam Coal","BIT","OP",8,1959,5,2020,1.40002062468823
"852","FirstEnergy Generation Corp","FirstEnergy W H Sammis","OH","Jefferson",6526,2866,"2","6526 2866 2",10955,190.4,"Conventional Steam Coal","BIT","OP",7,1960,5,2020,0.656812382487241
"853","FirstEnergy Generation Corp","FirstEnergy W H Sammis","OH","Jefferson",6526,2866,"3","6526 2866 3",53173,190.4,"Conventional Steam Coal","BIT","OP",7,1961,5,2020,3.18801321898622
"854","FirstEnergy Generation Corp","FirstEnergy W H Sammis","OH","Jefferson",6526,2866,"4","6526 2866 4",82868,190.4,"Conventional Steam Coal","BIT","OP",11,1962,5,2020,4.96839146617551
"864","City of Dover - (OH)","Dover","OH","Tuscarawas",5336,2914,"3","5336 2914 3",0,8,"Conventional Steam Coal","BIT","SB",1,1954,NA,NA,0
"866","City of Hamilton - (OH)","Hamilton (OH)","OH","Butler",7977,2917,"5","7977 2917 5",0,10,"Natural Gas Steam Turbine","NG","OS",3,1954,NA,NA,0
"867","City of Hamilton - (OH)","Hamilton (OH)","OH","Butler",7977,2917,"7","7977 2917 7",0,25,"Natural Gas Steam Turbine","NG","OS",5,1960,NA,NA,0
"868","City of Hamilton - (OH)","Hamilton (OH)","OH","Butler",7977,2917,"8","7977 2917 8",0,25,"Natural Gas Steam Turbine","NG","OS",6,1965,NA,NA,0
"869","City of Hamilton - (OH)","Hamilton (OH)","OH","Butler",7977,2917,"9","7977 2917 9",0,50.6,"Natural Gas Steam Turbine","NG","OS",10,1975,NA,NA,0
"870","City of Orrville - (OH)","Orrville","OH","Wayne",14194,2935,"9","14194 2935 9",5409,22,"Conventional Steam Coal","BIT","OP",1,1961,NA,NA,2.80666251556663
"871","City of Orrville - (OH)","Orrville","OH","Wayne",14194,2935,"10","14194 2935 10",8865,25,"Conventional Steam Coal","BIT","OP",1,1971,NA,NA,4.04794520547945
"872","City of Orrville - (OH)","Orrville","OH","Wayne",14194,2935,"11","14194 2935 11",16936,25,"Natural Gas Steam Turbine","NG","OP",1,1971,NA,NA,7.73333333333333
"873","City of Painesville","Painesville","OH","Lake",14381,2936,"3","14381 2936 3",0,7.5,"Conventional Steam Coal","BIT","SB",1,1953,NA,NA,0
"874","City of Painesville","Painesville","OH","Lake",14381,2936,"5","14381 2936 5",840,16.5,"Conventional Steam Coal","BIT","OP",1,1965,NA,NA,0.58115400581154
"875","City of Painesville","Painesville","OH","Lake",14381,2936,"7","14381 2936 7",2427,22,"Conventional Steam Coal","BIT","OP",2,1990,NA,NA,1.2593399750934
"876","City of Painesville","Painesville","OH","Lake",14381,2936,"ST2","14381 2936 ST2",0,7.5,"Conventional Steam Coal","BIT","SB",1,1949,NA,NA,0
"878","Oklahoma Gas & Electric Co","Horseshoe Lake","OK","Oklahoma",14063,2951,"8","14063 2951 8",186055,443,"Natural Gas Steam Turbine","NG","OP",6,1969,NA,NA,4.79439170454663
"885","Oklahoma Gas & Electric Co","Seminole","OK","Seminole",14063,2956,"1","14063 2956 1",443551,567,"Natural Gas Steam Turbine","NG","OP",3,1971,NA,NA,8.93010155186715
"886","Oklahoma Gas & Electric Co","Seminole","OK","Seminole",14063,2956,"2","14063 2956 2",217410,567,"Natural Gas Steam Turbine","NG","OP",2,1973,NA,NA,4.37715928583508
"893","Public Service Co of Oklahoma","Southwestern","OK","Caddo",15474,2964,"1","15474 2964 1",8261,84,"Natural Gas Steam Turbine","NG","OP",7,1952,NA,NA,1.12266253533377
"894","Public Service Co of Oklahoma","Southwestern","OK","Caddo",15474,2964,"2","15474 2964 2",25002,84,"Natural Gas Steam Turbine","NG","OP",3,1954,NA,NA,3.39774951076321
"898","Western Farmers Elec Coop, Inc","Anadarko Plant","OK","Caddo",20447,3006,"1","20447 3006 1",0,17.3,"Natural Gas Steam Turbine","NG","SB",8,1953,NA,NA,0
"899","Western Farmers Elec Coop, Inc","Anadarko Plant","OK","Caddo",20447,3006,"2","20447 3006 2",0,17.3,"Natural Gas Steam Turbine","NG","SB",8,1953,NA,NA,0
"900","Western Farmers Elec Coop, Inc","Anadarko Plant","OK","Caddo",20447,3006,"3","20447 3006 3",308,50,"Natural Gas Steam Turbine","NG","SB",8,1959,NA,NA,0.0703196347031964
"904","Western Farmers Elec Coop, Inc","Mooreland","OK","Woodward",20447,3008,"1","20447 3008 1",131,45,"Natural Gas Steam Turbine","NG","OP",3,1964,NA,NA,0.0332318619989853
"905","Western Farmers Elec Coop, Inc","Mooreland","OK","Woodward",20447,3008,"2","20447 3008 2",44584,125,"Natural Gas Steam Turbine","NG","OP",7,1968,NA,NA,4.07159817351598
"906","Western Farmers Elec Coop, Inc","Mooreland","OK","Woodward",20447,3008,"3","20447 3008 3",52423,135,"Natural Gas Steam Turbine","NG","OP",7,1975,NA,NA,4.43285980043971
"929","TalenEnergy Martins Creek LLC","TalenEnergy Martins Creek","PA","Northampton",15276,3148,"3","15276 3148 3",372739,850.5,"Natural Gas Steam Turbine","NG","OP",10,1975,NA,NA,5.00295286951806
"930","TalenEnergy Martins Creek LLC","TalenEnergy Martins Creek","PA","Northampton",15276,3148,"4","15276 3148 4",330098,850.5,"Natural Gas Steam Turbine","NG","OP",3,1977,NA,NA,4.43061964624623
"934","Exelon Power","Eddystone Generating Station","PA","Delaware",6035,3161,"3","6035 3161 3",28963,391,"Natural Gas Steam Turbine","NG","OP",9,1974,NA,NA,0.845595534223219
"935","Exelon Power","Eddystone Generating Station","PA","Delaware",6035,3161,"4","6035 3161 4",10628,391,"Natural Gas Steam Turbine","NG","OP",6,1976,NA,NA,0.31029207394691
"945","Duke Energy Carolinas, LLC","W S Lee","SC","Anderson",5416,3264,"3","5416 3264 3",54152,163.2,"Natural Gas Steam Turbine","NG","OP",12,1958,NA,NA,3.78782791655475
"953","Dominion Energy South Carolina, Inc","Urquhart","SC","Aiken",17539,3295,"3","17539 3295 3",80127,100,"Natural Gas Steam Turbine","NG","OP",11,1955,NA,NA,9.14691780821918
"989","Nueces Bay, LLC","Nueces Bay","TX","Nueces",49979,3441,"7","49979 3441 7",133905,351,"Natural Gas Fired Combined Cycle","NG","OP",7,1972,NA,NA,4.35497404675487
"994","Luminant Generation Company LLC","Lake Hubbard","TX","Dallas",55983,3452,"1","55983 3452 1",59258,396.5,"Natural Gas Steam Turbine","NG","OP",6,1970,NA,NA,1.70608117834707
"995","Luminant Generation Company LLC","Lake Hubbard","TX","Dallas",55983,3452,"2","55983 3452 2",216162,531,"Natural Gas Steam Turbine","NG","OP",11,1973,NA,NA,4.64708613884374
"996","Mountain Creek Power, LLC","Mountain Creek","TX","Dallas",62026,3453,"6","62026 3453 6",20916,135.7,"Natural Gas Steam Turbine","NG","OP",2,1956,NA,NA,1.75952191074187
"997","Mountain Creek Power, LLC","Mountain Creek","TX","Dallas",62026,3453,"7","62026 3453 7",34970,136,"Natural Gas Steam Turbine","NG","OP",3,1958,NA,NA,2.93530083266183
"998","Mountain Creek Power, LLC","Mountain Creek","TX","Dallas",62026,3453,"8","62026 3453 8",352769,580.5,"Natural Gas Steam Turbine","NG","OP",7,1967,NA,NA,6.93719789663296
"1016","NRG Texas Power LLC","Greens Bayou","TX","Harris",54888,3464,"5","54888 3464 5",0,446.4,"Natural Gas Steam Turbine","NG","OA",6,1973,NA,NA,0
"1017","NRG Texas Power LLC","T H Wharton","TX","Harris",54888,3469,"3","54888 3469 3",63560,113.1,"Natural Gas Fired Combined Cycle","NG","OP",8,1974,NA,NA,6.41530306150051
"1018","NRG Texas Power LLC","T H Wharton","TX","Harris",54888,3469,"4","54888 3469 4",80154,113.1,"Natural Gas Fired Combined Cycle","NG","OP",8,1974,NA,NA,8.09018567639257
"1019","NRG Texas Power LLC","T H Wharton","TX","Harris",54888,3469,"31","54888 3469 31",40578,54,"Natural Gas Fired Combined Cycle","NG","OP",7,1972,NA,NA,8.578132927448
"1020","NRG Texas Power LLC","T H Wharton","TX","Harris",54888,3469,"32","54888 3469 32",42699,54,"Natural Gas Fired Combined Cycle","NG","OP",7,1972,NA,NA,9.02650938609843
"1021","NRG Texas Power LLC","T H Wharton","TX","Harris",54888,3469,"33","54888 3469 33",45177,54,"Natural Gas Fired Combined Cycle","NG","OP",7,1972,NA,NA,9.55035514967022
"1022","NRG Texas Power LLC","T H Wharton","TX","Harris",54888,3469,"34","54888 3469 34",36341,54,"Natural Gas Fired Combined Cycle","NG","OP",7,1972,NA,NA,7.68243700321326
"1024","NRG Texas Power LLC","T H Wharton","TX","Harris",54888,3469,"42","54888 3469 42",44825,54,"Natural Gas Fired Combined Cycle","NG","OP",7,1972,NA,NA,9.47594283781498
"1027","NRG Texas Power LLC","W A Parish","TX","Fort Bend",54888,3470,"1","54888 3470 1",102154,187.8,"Natural Gas Steam Turbine","NG","OP",6,1958,NA,NA,6.20948643509806
"1028","NRG Texas Power LLC","W A Parish","TX","Fort Bend",54888,3470,"2","54888 3470 2",73328,187.8,"Natural Gas Steam Turbine","NG","OP",12,1958,NA,NA,4.45728235128209
"1029","NRG Texas Power LLC","W A Parish","TX","Fort Bend",54888,3470,"3","54888 3470 3",156270,299.2,"Natural Gas Steam Turbine","NG","OP",3,1961,NA,NA,5.96224635557835
"1030","NRG Texas Power LLC","W A Parish","TX","Fort Bend",54888,3470,"4","54888 3470 4",301641,580.5,"Natural Gas Steam Turbine","NG","OP",6,1968,NA,NA,5.93176642714712
"1035","Southwestern Electric Power Co","Knox Lee","TX","Gregg",17698,3476,"2","17698 3476 2",3838,38,"Natural Gas Steam Turbine","NG","OP",12,1950,NA,NA,1.15296803652968
"1036","Southwestern Electric Power Co","Knox Lee","TX","Gregg",17698,3476,"3","17698 3476 3",1635,38,"Natural Gas Steam Turbine","NG","OP",6,1952,NA,NA,0.491167988464311
"1038","Southwestern Electric Power Co","Knox Lee","TX","Gregg",17698,3476,"5","17698 3476 5",95583,351,"Natural Gas Steam Turbine","NG","OP",4,1974,NA,NA,3.10863286890684
"1039","Southwestern Electric Power Co","Lone Star","TX","Morris",17698,3477,"1","17698 3477 1",5917,40,"Natural Gas Steam Turbine","NG","OP",3,1954,NA,NA,1.68864155251142
"1041","Southwestern Electric Power Co","Wilkes","TX","Marion",17698,3478,"2","17698 3478 2",160807,351,"Natural Gas Steam Turbine","NG","OP",5,1970,NA,NA,5.22990412259819
"1042","Southwestern Electric Power Co","Wilkes","TX","Marion",17698,3478,"3","17698 3478 3",175969,351,"Natural Gas Steam Turbine","NG","OP",12,1971,NA,NA,5.72301578009341
"1052","Luminant Generation Company LLC","Graham","TX","Young",55983,3490,"1","55983 3490 1",50996,247.7,"Natural Gas Steam Turbine","NG","OP",12,1960,NA,NA,2.35020637352225
"1053","Luminant Generation Company LLC","Graham","TX","Young",55983,3490,"2","55983 3490 2",80168,387,"Natural Gas Steam Turbine","NG","OP",6,1969,NA,NA,2.36475405000413
"1054","Exelon Power","Handley","TX","Tarrant",6035,3491,"3","6035 3491 3",315482,404.8,"Natural Gas Steam Turbine","NG","OP",7,1963,NA,NA,8.89672108217373
"1055","Exelon Power","Handley","TX","Tarrant",6035,3491,"4","6035 3491 4",201095,455,"Natural Gas Steam Turbine","NG","OP",10,1976,NA,NA,5.04528576446385
"1056","Exelon Power","Handley","TX","Tarrant",6035,3491,"5","6035 3491 5",240779,455,"Natural Gas Steam Turbine","NG","OP",10,1977,NA,NA,6.04092026694766
"1061","Luminant Generation Company LLC","Stryker Creek","TX","Cherokee",55983,3504,"ST1","55983 3504 ST1",19652,176.8,"Natural Gas Steam Turbine","NG","OP",6,1958,NA,NA,1.26887952230418
"1062","Luminant Generation Company LLC","Stryker Creek","TX","Cherokee",55983,3504,"ST2","55983 3504 ST2",95375,526.6,"Natural Gas Steam Turbine","NG","OP",12,1965,NA,NA,2.06751938428135
"1063","Luminant Generation Company LLC","Trinidad (TX)","TX","Henderson",55983,3507,"6","55983 3507 6",40262,239.3,"Natural Gas Steam Turbine","NG","OP",5,1965,NA,NA,1.92065136709619
"1066","Brownsville Public Utilities Board","Silas Ray","TX","Cameron",2409,3559,"6","2409 3559 6",4758,25,"Natural Gas Fired Combined Cycle","NG","OP",5,1959,NA,NA,2.17260273972603
"1067","Brownsville Public Utilities Board","Silas Ray","TX","Cameron",2409,3559,"9","2409 3559 9",16200,50,"Natural Gas Fired Combined Cycle","NG","OP",6,1996,NA,NA,3.6986301369863
"1068","City of Garland - (TX)","Ray Olinger","TX","Collin",6958,3576,"1","6958 3576 1",9479,75,"Natural Gas Steam Turbine","NG","OP",7,1967,NA,NA,1.4427701674277
"1069","City of Garland - (TX)","Ray Olinger","TX","Collin",6958,3576,"2","6958 3576 2",32557,113.4,"Natural Gas Steam Turbine","NG","OP",1,1971,NA,NA,3.27738316703309
"1070","City of Garland - (TX)","Ray Olinger","TX","Collin",6958,3576,"3","6958 3576 3",26026,156.6,"Natural Gas Steam Turbine","NG","OP",6,1976,NA,NA,1.89719320958496
"1071","Lower Colorado River Authority","Sim Gideon","TX","Bastrop",11269,3601,"1","11269 3601 1",91010,136,"Natural Gas Steam Turbine","NG","OP",5,1965,NA,NA,7.6391686811711
"1072","Lower Colorado River Authority","Sim Gideon","TX","Bastrop",11269,3601,"2","11269 3601 2",99219,136,"Natural Gas Steam Turbine","NG","OP",3,1968,NA,NA,8.3282131345689
"1074","City of Lubbock - (TX)","Ty Cooke","TX","Lubbock",11292,3602,"1","11292 3602 1",0,44,"Natural Gas Steam Turbine","NG","OA",6,1965,NA,NA,0
