PlantID,CombinedHeatAndPowerPlant,PlantName,OperatorName,OperatorID,PlantState,CensusRegion,NERCRegion,NAICSCode,SectorNumber,SectorName,GeneratorID,ReportedPrimeMover,NetGeneration2018,YEAR
3943,N,FirstEnergy Fort Martin Power Station,Monongahela Power Co,12796,WV,SAT,RFC,22,1,Electric Utility,2,ST,"2,527,172",2018
3944,N,FirstEnergy Harrison Power Station,Allegheny Energy Supply Co LLC,23279,WV,SAT,RFC,22,1,Electric Utility,1,ST,"3,955,330",2018
3944,N,FirstEnergy Harrison Power Station,Allegheny Energy Supply Co LLC,23279,WV,SAT,RFC,22,1,Electric Utility,2,ST,"4,480,939",2018
3944,N,FirstEnergy Harrison Power Station,Allegheny Energy Supply Co LLC,23279,WV,SAT,RFC,22,1,Electric Utility,3,ST,"4,814,743",2018
3948,N,Mitchell (WV),Kentucky Power Co,22053,WV,SAT,RFC,22,1,Electric Utility,1,ST,"2,571,250",2018
3948,N,Mitchell (WV),Kentucky Power Co,22053,WV,SAT,RFC,22,1,Electric Utility,2,ST,"2,932,041",2018
3954,N,Mt Storm,Virginia Electric & Power Co,19876,WV,SAT,RFC,22,1,Electric Utility,1,ST,"2,090,944",2018
3954,N,Mt Storm,Virginia Electric & Power Co,19876,WV,SAT,RFC,22,1,Electric Utility,2,ST,"1,560,000",2018
3954,N,Mt Storm,Virginia Electric & Power Co,19876,WV,SAT,RFC,22,1,Electric Utility,3,ST,"1,877,801",2018
3982,N,Bay Front,Northern States Power Co - Minnesota,13781,WI,ENC,MRO,22,1,Electric Utility,4,ST,"166,914",2018
3982,N,Bay Front,Northern States Power Co - Minnesota,13781,WI,ENC,MRO,22,1,Electric Utility,5,ST,0,2018
3982,N,Bay Front,Northern States Power Co - Minnesota,13781,WI,ENC,MRO,22,1,Electric Utility,6,ST,0,2018
3992,N,Blount Street,Madison Gas & Electric Co,11479,WI,ENC,MRO,22,1,Electric Utility,6,ST,"11,558",2018
3992,N,Blount Street,Madison Gas & Electric Co,11479,WI,ENC,MRO,22,1,Electric Utility,7,ST,"14,026",2018
4005,N,French Island,Northern States Power Co - Minnesota,13781,WI,ENC,MRO,22,1,Electric Utility,1,ST,"21,623",2018
4005,N,French Island,Northern States Power Co - Minnesota,13781,WI,ENC,MRO,22,1,Electric Utility,2,ST,"32,462",2018
4040,N,Port Washington Generating Station,Wisconsin Electric Power Co,20847,WI,ENC,RFC,22,1,Electric Utility,ST1,CA,"894,849",2018
4040,N,Port Washington Generating Station,Wisconsin Electric Power Co,20847,WI,ENC,RFC,22,1,Electric Utility,ST2,CA,"1,105,192",2018
4040,N,Port Washington Generating Station,Wisconsin Electric Power Co,20847,WI,ENC,RFC,22,1,Electric Utility,1CT1,CT,"866,850",2018
4040,N,Port Washington Generating Station,Wisconsin Electric Power Co,20847,WI,ENC,RFC,22,1,Electric Utility,1CT2,CT,"867,072",2018
4040,N,Port Washington Generating Station,Wisconsin Electric Power Co,20847,WI,ENC,RFC,22,1,Electric Utility,2CT1,CT,"1,041,764",2018
4040,N,Port Washington Generating Station,Wisconsin Electric Power Co,20847,WI,ENC,RFC,22,1,Electric Utility,2CT2,CT,"1,053,382",2018
4041,N,South Oak Creek,Wisconsin Electric Power Co,20847,WI,ENC,RFC,22,1,Electric Utility,5,ST,"1,212,161",2018
4041,N,South Oak Creek,Wisconsin Electric Power Co,20847,WI,ENC,RFC,22,1,Electric Utility,6,ST,"904,136",2018
4041,N,South Oak Creek,Wisconsin Electric Power Co,20847,WI,ENC,RFC,22,1,Electric Utility,7,ST,"1,304,507",2018
4041,N,South Oak Creek,Wisconsin Electric Power Co,20847,WI,ENC,RFC,22,1,Electric Utility,8,ST,"1,346,349",2018
4042,Y,Valley (WI),Wisconsin Electric Power Co,20847,WI,ENC,RFC,22,1,Electric Utility,1,ST,"145,976",2018
4042,Y,Valley (WI),Wisconsin Electric Power Co,20847,WI,ENC,RFC,22,1,Electric Utility,2,ST,"130,146",2018
4050,N,Edgewater,Wisconsin Power & Light Co,20856,WI,ENC,MRO,22,1,Electric Utility,4,ST,"1,274,426",2018
4050,N,Edgewater,Wisconsin Power & Light Co,20856,WI,ENC,MRO,22,1,Electric Utility,5,ST,"2,012,632",2018
4072,N,Pulliam,Wisconsin Public Service Corp,20860,WI,ENC,MRO,22,1,Electric Utility,7,ST,"156,530",2018
4072,N,Pulliam,Wisconsin Public Service Corp,20860,WI,ENC,MRO,22,1,Electric Utility,8,ST,"348,089",2018
4078,N,Weston,Wisconsin Public Service Corp,20860,WI,ENC,MRO,22,1,Electric Utility,2,ST,0,2018
4078,N,Weston,Wisconsin Public Service Corp,20860,WI,ENC,MRO,22,1,Electric Utility,3,ST,"1,198,520",2018
4078,N,Weston,Wisconsin Public Service Corp,20860,WI,ENC,MRO,22,1,Electric Utility,4,ST,"3,400,951",2018
4125,Y,Manitowoc,Manitowoc Public Utilities,11571,WI,ENC,MRO,22,1,Electric Utility,5,ST,"9,518",2018
4125,Y,Manitowoc,Manitowoc Public Utilities,11571,WI,ENC,MRO,22,1,Electric Utility,6,ST,"2,071",2018
4125,Y,Manitowoc,Manitowoc Public Utilities,11571,WI,ENC,MRO,22,1,Electric Utility,9,ST,"134,490",2018
4143,N,Genoa,Dairyland Power Coop,4716,WI,ENC,MRO,22,1,Electric Utility,ST3,ST,"1,681,622",2018
4158,N,Dave Johnston,PacifiCorp,14354,WY,MTN,WECC,22,1,Electric Utility,1,ST,"547,548",2018
4158,N,Dave Johnston,PacifiCorp,14354,WY,MTN,WECC,22,1,Electric Utility,2,ST,"676,293",2018
4158,N,Dave Johnston,PacifiCorp,14354,WY,MTN,WECC,22,1,Electric Utility,3,ST,"1,506,038",2018
4158,N,Dave Johnston,PacifiCorp,14354,WY,MTN,WECC,22,1,Electric Utility,4,ST,"2,070,492",2018
4162,N,Naughton,PacifiCorp,14354,WY,MTN,WECC,22,1,Electric Utility,1,ST,"1,224,135",2018
4162,N,Naughton,PacifiCorp,14354,WY,MTN,WECC,22,1,Electric Utility,2,ST,"1,579,434",2018
4162,N,Naughton,PacifiCorp,14354,WY,MTN,WECC,22,1,Electric Utility,3,ST,"1,936,509",2018
4195,N,Powerlane Plant,City of Greenville - (TX),7634,TX,WSC,TRE,22,1,Electric Utility,ST1,ST,"1,488",2018
4195,N,Powerlane Plant,City of Greenville - (TX),7634,TX,WSC,TRE,22,1,Electric Utility,ST2,ST,-659,2018
4195,N,Powerlane Plant,City of Greenville - (TX),7634,TX,WSC,TRE,22,1,Electric Utility,ST3,ST,-33,2018
4266,N,Spencer,City of Garland - (TX),6958,TX,WSC,TRE,22,1,Electric Utility,4,ST,"5,415",2018
4266,N,Spencer,City of Garland - (TX),6958,TX,WSC,TRE,22,1,Electric Utility,5,ST,"3,962",2018
4271,N,John P Madgett,Dairyland Power Coop,4716,WI,ENC,MRO,22,1,Electric Utility,1,ST,"1,891,522",2018
4937,N,Thomas C Ferguson,Lower Colorado River Authority,11269,TX,WSC,TRE,22,1,Electric Utility,STG,CA,"1,149,410",2018
4937,N,Thomas C Ferguson,Lower Colorado River Authority,11269,TX,WSC,TRE,22,1,Electric Utility,CT-1,CT,"969,388",2018
4937,N,Thomas C Ferguson,Lower Colorado River Authority,11269,TX,WSC,TRE,22,1,Electric Utility,CT-2,CT,"967,342",2018
4939,N,Barney M Davis,"Nueces Bay, LLC",49979,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,1,ST,"72,907",2018
4939,N,Barney M Davis,"Nueces Bay, LLC",49979,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,2,CA,"145,898",2018
4939,N,Barney M Davis,"Nueces Bay, LLC",49979,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,3,CT,"822,031",2018
4939,N,Barney M Davis,"Nueces Bay, LLC",49979,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,4,CT,"759,810",2018
4940,N,Riverside (OK),Public Service Co of Oklahoma,15474,OK,WSC,MRO,22,1,Electric Utility,1,ST,"178,592",2018
4940,N,Riverside (OK),Public Service Co of Oklahoma,15474,OK,WSC,MRO,22,1,Electric Utility,2,ST,"340,226",2018
4941,N,Navajo,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,NAV1,ST,"4,296,280",2018
4941,N,Navajo,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,NAV2,ST,"4,359,192",2018
4941,N,Navajo,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,NAV3,ST,"4,361,965",2018
6002,N,James H Miller Jr,Alabama Power Co,195,AL,ESC,SERC,22,1,Electric Utility,1,ST,"3,882,197",2018
6002,N,James H Miller Jr,Alabama Power Co,195,AL,ESC,SERC,22,1,Electric Utility,2,ST,"3,656,115",2018
6002,N,James H Miller Jr,Alabama Power Co,195,AL,ESC,SERC,22,1,Electric Utility,3,ST,"5,421,945",2018
6002,N,James H Miller Jr,Alabama Power Co,195,AL,ESC,SERC,22,1,Electric Utility,4,ST,"5,364,927",2018
6004,N,FirstEnergy Pleasants Power Station,Allegheny Energy Supply Co LLC,23279,WV,SAT,RFC,22,2,NAICS-22 Non-Cogen,1,ST,"2,885,585",2018
6004,N,FirstEnergy Pleasants Power Station,Allegheny Energy Supply Co LLC,23279,WV,SAT,RFC,22,2,NAICS-22 Non-Cogen,2,ST,"4,135,743",2018
6009,N,White Bluff,Entergy Arkansas LLC,814,AR,WSC,SERC,22,1,Electric Utility,1,ST,"3,294,388",2018
6009,N,White Bluff,Entergy Arkansas LLC,814,AR,WSC,SERC,22,1,Electric Utility,2,ST,"4,957,579",2018
6013,N,Olive,City of Burbank Water and Power,2507,CA,PACC,WECC,22,1,Electric Utility,O1,ST,0,2018
6013,N,Olive,City of Burbank Water and Power,2507,CA,PACC,WECC,22,1,Electric Utility,O2,ST,0,2018
6016,N,Duck Creek,Illinois Power Resources Generating LLC,49756,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,1,ST,"2,427,434",2018
6017,N,Newton,Illinois Power Generating Co,520,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,1,ST,"3,216,418",2018
6017,N,Newton,Illinois Power Generating Co,520,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,2,ST,0,2018
6018,N,East Bend,Duke Energy Kentucky Inc,55729,KY,ESC,RFC,22,1,Electric Utility,2,ST,"2,792,745",2018
6019,N,W H Zimmer,Dynegy W H Zimmer,59920,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,ST1,ST,"8,099,135",2018
6021,N,Craig (CO),"Tri-State G & T Assn, Inc",30151,CO,MTN,WECC,22,1,Electric Utility,1,ST,"2,656,155",2018
6021,N,Craig (CO),"Tri-State G & T Assn, Inc",30151,CO,MTN,WECC,22,1,Electric Utility,2,ST,"2,877,335",2018
6021,N,Craig (CO),"Tri-State G & T Assn, Inc",30151,CO,MTN,WECC,22,1,Electric Utility,3,ST,"1,809,342",2018
6030,Y,Coal Creek,Great River Energy,7570,ND,WNC,MRO,22,1,Electric Utility,1,ST,"4,587,895",2018
6030,Y,Coal Creek,Great River Energy,7570,ND,WNC,MRO,22,1,Electric Utility,2,ST,"4,542,923",2018
6031,N,Killen Station,Dayton Power & Light Co,4922,OH,ENC,RFC,22,1,Electric Utility,2,ST,"1,462,169",2018
6034,N,Belle River,DTE Electric Company,5109,MI,ENC,RFC,22,1,Electric Utility,ST1,ST,"3,602,271",2018
6034,N,Belle River,DTE Electric Company,5109,MI,ENC,RFC,22,1,Electric Utility,ST2,ST,"3,991,589",2018
6035,N,Greenwood (MI),DTE Electric Company,5109,MI,ENC,RFC,22,1,Electric Utility,1,ST,"624,797",2018
6041,Y,H L Spurlock,"East Kentucky Power Coop, Inc",5580,KY,ESC,SERC,22,1,Electric Utility,1,ST,"1,562,826",2018
6041,Y,H L Spurlock,"East Kentucky Power Coop, Inc",5580,KY,ESC,SERC,22,1,Electric Utility,2,ST,"3,115,810",2018
6041,Y,H L Spurlock,"East Kentucky Power Coop, Inc",5580,KY,ESC,SERC,22,1,Electric Utility,3,ST,"1,634,072",2018
6041,Y,H L Spurlock,"East Kentucky Power Coop, Inc",5580,KY,ESC,SERC,22,1,Electric Utility,4,ST,"1,459,418",2018
6042,N,Manatee,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,1,ST,"690,435",2018
6042,N,Manatee,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,2,ST,"764,588",2018
6042,N,Manatee,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,3,CA,"2,419,792",2018
6042,N,Manatee,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,A,CT,"1,180,928",2018
6042,N,Manatee,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,B,CT,"1,156,152",2018
6042,N,Manatee,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,C,CT,"1,051,974",2018
6042,N,Manatee,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,D,CT,"1,398,929",2018
6043,N,Martin,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,1,ST,"986,424",2018
6043,N,Martin,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,2,ST,"898,576",2018
6043,N,Martin,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,8,CA,"2,354,634",2018
6043,N,Martin,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,8A,CT,"1,050,400",2018
6043,N,Martin,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,8B,CT,"1,206,449",2018
6043,N,Martin,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,8C,CT,"941,344",2018
6043,N,Martin,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,8D,CT,"1,022,410",2018
6043,N,Martin,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,3ST,CA,"809,944",2018
6043,N,Martin,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,4ST,CA,"778,551",2018
6043,N,Martin,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,3GT1,CT,"708,035",2018
6043,N,Martin,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,3GT2,CT,"697,367",2018
6043,N,Martin,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,4GT1,CT,"577,235",2018
6043,N,Martin,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,4GT2,CT,"798,766",2018
6052,N,Wansley,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,1,ST,"1,373,723",2018
6052,N,Wansley,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,2,ST,"1,418,083",2018
6055,N,Big Cajun 2,Louisiana Generating LLC,11252,LA,WSC,SERC,22,2,NAICS-22 Non-Cogen,1,ST,"1,284,259",2018
6055,N,Big Cajun 2,Louisiana Generating LLC,11252,LA,WSC,SERC,22,2,NAICS-22 Non-Cogen,2,ST,"466,346",2018
6055,N,Big Cajun 2,Louisiana Generating LLC,11252,LA,WSC,SERC,22,2,NAICS-22 Non-Cogen,3,ST,"2,839,580",2018
6056,N,Kahului,Maui Electric Co Ltd,11843,HI,PACN,HICC,22,1,Electric Utility,1,ST,"10,684",2018
6056,N,Kahului,Maui Electric Co Ltd,11843,HI,PACN,HICC,22,1,Electric Utility,2,ST,"11,071",2018
6056,N,Kahului,Maui Electric Co Ltd,11843,HI,PACN,HICC,22,1,Electric Utility,3,ST,"67,877",2018
6056,N,Kahului,Maui Electric Co Ltd,11843,HI,PACN,HICC,22,1,Electric Utility,4,ST,"64,482",2018
6061,N,R D Morrow,Cooperative Energy,17568,MS,ESC,SERC,22,1,Electric Utility,1,ST,0,2018
6061,N,R D Morrow,Cooperative Energy,17568,MS,ESC,SERC,22,1,Electric Utility,2,ST,"119,330",2018
6064,N,Nearman Creek,City of Kansas City - (KS),9996,KS,WNC,MRO,22,1,Electric Utility,1,ST,"970,561",2018
6065,N,Iatan,Evergy Metro,10000,MO,WNC,MRO,22,1,Electric Utility,1,ST,"4,015,622",2018
6065,N,Iatan,Evergy Metro,10000,MO,WNC,MRO,22,1,Electric Utility,2,ST,"3,808,967",2018
6068,N,Jeffrey Energy Center,"Evergy Kansas Central, Inc",22500,KS,WNC,MRO,22,1,Electric Utility,1,ST,"3,862,844",2018
6068,N,Jeffrey Energy Center,"Evergy Kansas Central, Inc",22500,KS,WNC,MRO,22,1,Electric Utility,2,ST,"3,291,663",2018
6068,N,Jeffrey Energy Center,"Evergy Kansas Central, Inc",22500,KS,WNC,MRO,22,1,Electric Utility,3,ST,"2,344,308",2018
6071,N,Trimble County,Louisville Gas & Electric Co,11249,KY,ESC,SERC,22,1,Electric Utility,1,ST,"3,548,429",2018
6071,N,Trimble County,Louisville Gas & Electric Co,11249,KY,ESC,SERC,22,1,Electric Utility,2,ST,"4,469,768",2018
6073,N,Victor J Daniel Jr,Mississippi Power Co,12686,MS,ESC,SERC,22,1,Electric Utility,1,ST,"1,121,961",2018
6073,N,Victor J Daniel Jr,Mississippi Power Co,12686,MS,ESC,SERC,22,1,Electric Utility,2,ST,"1,229,666",2018
6073,N,Victor J Daniel Jr,Mississippi Power Co,12686,MS,ESC,SERC,22,1,Electric Utility,3,CT,"1,336,777",2018
6073,N,Victor J Daniel Jr,Mississippi Power Co,12686,MS,ESC,SERC,22,1,Electric Utility,4,CT,"1,358,486",2018
6073,N,Victor J Daniel Jr,Mississippi Power Co,12686,MS,ESC,SERC,22,1,Electric Utility,3CT,CT,"1,350,506",2018
6073,N,Victor J Daniel Jr,Mississippi Power Co,12686,MS,ESC,SERC,22,1,Electric Utility,3ST,CA,"1,481,316",2018
6073,N,Victor J Daniel Jr,Mississippi Power Co,12686,MS,ESC,SERC,22,1,Electric Utility,4CT,CT,"1,354,893",2018
6073,N,Victor J Daniel Jr,Mississippi Power Co,12686,MS,ESC,SERC,22,1,Electric Utility,4ST,CA,"1,501,585",2018
6076,N,Colstrip,Talen Montana LLC,15298,MT,MTN,WECC,22,2,NAICS-22 Non-Cogen,1,ST,"1,574,568",2018
6076,N,Colstrip,Talen Montana LLC,15298,MT,MTN,WECC,22,2,NAICS-22 Non-Cogen,2,ST,"1,735,347",2018
6076,N,Colstrip,Talen Montana LLC,15298,MT,MTN,WECC,22,2,NAICS-22 Non-Cogen,3,ST,"4,842,055",2018
6076,N,Colstrip,Talen Montana LLC,15298,MT,MTN,WECC,22,2,NAICS-22 Non-Cogen,4,ST,"4,504,712",2018
6077,N,Gerald Gentleman,Nebraska Public Power District,13337,NE,WNC,MRO,22,1,Electric Utility,1,ST,"4,659,646",2018
6077,N,Gerald Gentleman,Nebraska Public Power District,13337,NE,WNC,MRO,22,1,Electric Utility,2,ST,"4,199,037",2018
6081,N,Stony Brook,Massachusetts Mun Wholes Electric Co,11806,MA,NEW,NPCC,22,1,Electric Utility,CA1,CA,"28,493",2018
6081,N,Stony Brook,Massachusetts Mun Wholes Electric Co,11806,MA,NEW,NPCC,22,1,Electric Utility,CT1,CT,"30,831",2018
6081,N,Stony Brook,Massachusetts Mun Wholes Electric Co,11806,MA,NEW,NPCC,22,1,Electric Utility,CT2,CT,"8,128",2018
6081,N,Stony Brook,Massachusetts Mun Wholes Electric Co,11806,MA,NEW,NPCC,22,1,Electric Utility,CT3,CT,"36,033",2018
6082,N,Somerset Operating Co LLC,Somerset Operating Co LLC,22129,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,1,ST,"592,959",2018
6085,N,R M Schahfer,Northern Indiana Pub Serv Co,13756,IN,ENC,RFC,22,1,Electric Utility,14,ST,"1,471,698",2018
6085,N,R M Schahfer,Northern Indiana Pub Serv Co,13756,IN,ENC,RFC,22,1,Electric Utility,15,ST,"2,133,196",2018
6085,N,R M Schahfer,Northern Indiana Pub Serv Co,13756,IN,ENC,RFC,22,1,Electric Utility,17,ST,"1,739,251",2018
6085,N,R M Schahfer,Northern Indiana Pub Serv Co,13756,IN,ENC,RFC,22,1,Electric Utility,18,ST,"1,411,663",2018
6089,N,Lewis & Clark,Montana-Dakota Utilities Co,12199,MT,MTN,MRO,22,1,Electric Utility,1,ST,"235,882",2018
6090,Y,Sherburne County,Northern States Power Co - Minnesota,13781,MN,WNC,MRO,22,1,Electric Utility,1,ST,"2,853,704",2018
6090,Y,Sherburne County,Northern States Power Co - Minnesota,13781,MN,WNC,MRO,22,1,Electric Utility,2,ST,"4,354,996",2018
6090,Y,Sherburne County,Northern States Power Co - Minnesota,13781,MN,WNC,MRO,22,1,Electric Utility,3,ST,"5,268,937",2018
6094,N,FirstEnergy Bruce Mansfield,FirstEnergy Generation Corp,6526,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,1,ST,"75,124",2018
6094,N,FirstEnergy Bruce Mansfield,FirstEnergy Generation Corp,6526,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,2,ST,"71,800",2018
6094,N,FirstEnergy Bruce Mansfield,FirstEnergy Generation Corp,6526,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,3,ST,"2,935,181",2018
6095,N,Sooner,Oklahoma Gas & Electric Co,14063,OK,WSC,MRO,22,1,Electric Utility,1,ST,"2,378,376",2018
6095,N,Sooner,Oklahoma Gas & Electric Co,14063,OK,WSC,MRO,22,1,Electric Utility,2,ST,"2,068,323",2018
6096,N,Nebraska City,Omaha Public Power District,14127,NE,WNC,MRO,22,1,Electric Utility,1,ST,"4,217,650",2018
6096,N,Nebraska City,Omaha Public Power District,14127,NE,WNC,MRO,22,1,Electric Utility,2,ST,"4,884,416",2018
6098,Y,Big Stone,Otter Tail Power Co,14232,SD,WNC,MRO,22,1,Electric Utility,1,ST,"2,343,295",2018
6101,N,Wyodak,PacifiCorp,14354,WY,MTN,WECC,22,1,Electric Utility,1,ST,"2,251,976",2018
6106,N,Boardman,Portland General Electric Co,15248,OR,PACC,WECC,22,1,Electric Utility,1,ST,"1,285,500",2018
6112,N,Fort St Vrain,Public Service Co of Colorado,15466,CO,MTN,WECC,22,1,Electric Utility,1,CA,"1,315,849",2018
6112,N,Fort St Vrain,Public Service Co of Colorado,15466,CO,MTN,WECC,22,1,Electric Utility,2,CT,"744,328",2018
6112,N,Fort St Vrain,Public Service Co of Colorado,15466,CO,MTN,WECC,22,1,Electric Utility,3,CT,"655,647",2018
6112,N,Fort St Vrain,Public Service Co of Colorado,15466,CO,MTN,WECC,22,1,Electric Utility,4,CT,"801,619",2018
6113,N,Gibson,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,1,ST,"3,660,004",2018
6113,N,Gibson,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,2,ST,"3,329,611",2018
6113,N,Gibson,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,3,ST,"3,853,835",2018
6113,N,Gibson,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,4,ST,"3,375,483",2018
6113,N,Gibson,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,5,ST,"3,412,868",2018
6124,N,McIntosh,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,1,ST,"23,062",2018
6136,N,Gibbons Creek,Texas Municipal Power Agency,18715,TX,WSC,TRE,22,1,Electric Utility,1,ST,"786,451",2018
6137,N,A B Brown,Southern Indiana Gas & Elec Co,17633,IN,ENC,RFC,22,1,Electric Utility,1,ST,"1,183,700",2018
6137,N,A B Brown,Southern Indiana Gas & Elec Co,17633,IN,ENC,RFC,22,1,Electric Utility,2,ST,"1,225,737",2018
6138,N,Flint Creek,Southwestern Electric Power Co,17698,AR,WSC,MRO,22,1,Electric Utility,1,ST,"2,669,748",2018
6139,N,Welsh,Southwestern Electric Power Co,17698,TX,WSC,MRO,22,1,Electric Utility,1,ST,"2,825,442",2018
6139,N,Welsh,Southwestern Electric Power Co,17698,TX,WSC,MRO,22,1,Electric Utility,3,ST,"2,631,148",2018
6146,N,Martin Lake,Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,1,ST,"4,773,413",2018
6146,N,Martin Lake,Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,2,ST,"4,240,068",2018
6146,N,Martin Lake,Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,3,ST,"5,036,323",2018
6147,N,Monticello,Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,1,ST,0,2018
6147,N,Monticello,Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,2,ST,0,2018
6147,N,Monticello,Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,3,ST,0,2018
6155,N,Rush Island,Union Electric Co - (MO),19436,MO,WNC,SERC,22,1,Electric Utility,1,ST,"3,318,160",2018
6155,N,Rush Island,Union Electric Co - (MO),19436,MO,WNC,SERC,22,1,Electric Utility,2,ST,"4,448,068",2018
6156,N,New Haven Harbor,PSEG Power Connecticut LLC,15452,CT,NEW,NPCC,22,2,NAICS-22 Non-Cogen,1,ST,"29,757",2018
6165,N,Hunter,PacifiCorp,14354,UT,MTN,WECC,22,1,Electric Utility,1,ST,"2,532,025",2018
6165,N,Hunter,PacifiCorp,14354,UT,MTN,WECC,22,1,Electric Utility,2,ST,"2,807,809",2018
6165,N,Hunter,PacifiCorp,14354,UT,MTN,WECC,22,1,Electric Utility,3,ST,"2,954,132",2018
6166,N,Rockport,Indiana Michigan Power Co,9324,IN,ENC,RFC,22,1,Electric Utility,1,ST,"6,173,902",2018
6166,N,Rockport,Indiana Michigan Power Co,9324,IN,ENC,RFC,22,1,Electric Utility,2,ST,"5,720,207",2018
6170,N,Pleasant Prairie,Wisconsin Electric Power Co,20847,WI,ENC,RFC,22,1,Electric Utility,1,ST,"874,027",2018
6170,N,Pleasant Prairie,Wisconsin Electric Power Co,20847,WI,ENC,RFC,22,1,Electric Utility,2,ST,"899,803",2018
6177,N,Coronado,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,CO1,ST,"1,563,291",2018
6177,N,Coronado,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,CO2,ST,"2,034,581",2018
6178,N,Coleto Creek,Coleto Creek Power LP,56570,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,1,ST,"3,850,242",2018
6179,N,Fayette Power Project,Lower Colorado River Authority,11269,TX,WSC,TRE,22,1,Electric Utility,1,ST,"4,188,575",2018
6179,N,Fayette Power Project,Lower Colorado River Authority,11269,TX,WSC,TRE,22,1,Electric Utility,2,ST,"3,578,492",2018
6179,N,Fayette Power Project,Lower Colorado River Authority,11269,TX,WSC,TRE,22,1,Electric Utility,3,ST,"2,593,023",2018
6180,N,Oak Grove (TX),Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,OG1,ST,"6,710,786",2018
6180,N,Oak Grove (TX),Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,OG2,ST,"5,505,260",2018
6181,N,J T Deely,City of San Antonio - (TX),16604,TX,WSC,TRE,22,1,Electric Utility,1,ST,"2,456,169",2018
6181,N,J T Deely,City of San Antonio - (TX),16604,TX,WSC,TRE,22,1,Electric Utility,2,ST,"2,140,442",2018
6183,N,San Miguel,"San Miguel Electric Coop, Inc",16624,TX,WSC,TRE,22,1,Electric Utility,1,ST,"2,509,410",2018
