PlantID,CombinedHeatAndPowerPlant,NuclearUnitID,PlantName,OperatorName,OperatorID,PlantState,CensusRegion,NERCRegion,NAICSCode,EIASectorNumber,SectorName,ReportedPrimeMover,ReportedFuelTypeCode,AERFuelTypeCode,TotalFuelConsumptionQuantity,ElectricFuelConsumptionQuantity,TotalFuelConsumptionMMBtu,ElecFuelConsumptionMMBtu,NetGenerationMWh,YEAR
2595,N,.,Oswego Falls East,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"234,247","234,247","25,730",2018
2596,N,.,Oswego Falls West,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"73,088","73,088","8,028",2018
2597,N,.,Parishville,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"180,586","180,586","19,836",2018
2598,N,.,Piercefield,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"138,654","138,654","15,230",2018
2599,N,.,Prospect,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"719,235","719,235","79,002",2018
2600,N,.,Rainbow Falls Hydro,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"905,703","905,703","99,484",2018
2601,N,.,Raymondville,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"96,603","96,603","10,611",2018
2604,N,.,South Edwards,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"115,121","115,121","12,645",2018
2605,N,.,School Street,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"1,353,155","1,353,155","148,633",2018
2606,N,.,Schaghticoke,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"634,240","634,240","69,666",2018
2607,N,.,Schuylerville,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"11,300","11,300","1,241",2018
2608,N,.,Sewalls,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"69,000","69,000","7,579",2018
2609,N,.,Sherman Island,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"1,551,212","1,551,212","170,388",2018
2610,N,.,Soft Maple,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"356,878","356,878","39,200",2018
2611,N,.,South Colton,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"758,891","758,891","83,358",2018
2612,N,.,Spier Falls,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"2,186,954","2,186,954","240,219",2018
2613,N,.,Stark,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"873,976","873,976","95,999",2018
2614,N,.,Stewarts Bridge,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"1,134,595","1,134,595","124,626",2018
2616,N,.,Sugar Island,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"222,712","222,712","24,463",2018
2617,N,.,Taylorville,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"232,033","232,033","25,487",2018
2619,N,.,Trenton Falls,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"1,378,965","1,378,965","151,468",2018
2621,N,.,Varick,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"236,893","236,893","26,021",2018
2623,N,.,Waterport,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"156,534","156,534","17,194",2018
2624,N,.,Yaleville,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"26,847","26,847","2,949",2018
2625,N,.,Bowline Point,"GenOn New York, LLC",12792,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,ST,NG,NG,"4,634,154","4,634,154","4,756,902","4,756,902","424,816",2018
2625,N,.,Bowline Point,"GenOn New York, LLC",12792,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,ST,RFO,RFO,"81,837","81,837","513,118","513,118","48,302",2018
2627,N,.,Grahamsville,New York Power Authority,15296,NY,MAT,NPCC,22,1,Electric Utility,HY,WAT,HYC,0,0,"867,419","867,419","95,279",2018
2628,N,.,Hillburn,"Alliance NYGT, LLC",56142,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,GT,JF,WOO,0,0,0,0,0,2018
2628,N,.,Hillburn,"Alliance NYGT, LLC",56142,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,GT,KER,WOO,1,1,6,6,0,2018
2628,N,.,Hillburn,"Alliance NYGT, LLC",56142,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,GT,NG,NG,"4,855","4,855","4,902","4,902",318,2018
2630,N,.,Mongaup,Eagle Creek RE LLC,57280,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"137,900","137,900","15,147",2018
2631,N,.,Rio,Eagle Creek RE LLC,57280,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"385,164","385,164","42,307",2018
2632,N,.,Shoemaker,"Alliance NYGT, LLC",56142,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,GT,JF,WOO,0,0,0,0,0,2018
2632,N,.,Shoemaker,"Alliance NYGT, LLC",56142,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,GT,KER,WOO,0,0,0,0,0,2018
2632,N,.,Shoemaker,"Alliance NYGT, LLC",56142,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,GT,NG,NG,"8,124","8,124","8,207","8,207",360,2018
2634,N,.,Swinging Bridge 2,Eagle Creek RE LLC,57280,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"189,536","189,536","20,819",2018
2638,N,.,Rochester 26,Rochester Gas & Electric Corp,16183,NY,MAT,NPCC,22,1,Electric Utility,HY,WAT,HYC,0,0,"104,113","104,113","11,436",2018
2639,N,.,Rochester 2,Rochester Gas & Electric Corp,16183,NY,MAT,NPCC,22,1,Electric Utility,HY,WAT,HYC,0,0,"209,591","209,591","23,022",2018
2641,N,.,Rochester 5,Rochester Gas & Electric Corp,16183,NY,MAT,NPCC,22,1,Electric Utility,HY,WAT,HYC,0,0,"27,748","27,748","3,048",2018
2678,N,.,Plant No 1 Freeport,Village of Freeport - (NY),6775,NY,MAT,NPCC,22,1,Electric Utility,IC,DFO,DFO,305,305,"1,709","1,709",90,2018
2679,N,.,Plant No 2 Freeport,Village of Freeport - (NY),6775,NY,MAT,NPCC,22,1,Electric Utility,GT,DFO,DFO,0,0,0,0,0,2018
2679,N,.,Plant No 2 Freeport,Village of Freeport - (NY),6775,NY,MAT,NPCC,22,1,Electric Utility,GT,KER,WOO,"3,310","3,310","18,767","18,767","1,783",2018
2679,N,.,Plant No 2 Freeport,Village of Freeport - (NY),6775,NY,MAT,NPCC,22,1,Electric Utility,GT,NG,NG,"426,513","426,513","439,309","439,309","41,743",2018
2681,N,.,Greenport,Village of Greenport - (NY),7630,NY,MAT,NPCC,22,1,Electric Utility,IC,DFO,DFO,67,67,408,408,40,2018
2682,N,.,S A Carlson,Jamestown Board of Public Util,9645,NY,MAT,NPCC,22,1,Electric Utility,GT,BIT,COL,0,0,0,0,0,2018
2682,N,.,S A Carlson,Jamestown Board of Public Util,9645,NY,MAT,NPCC,22,1,Electric Utility,GT,NG,NG,"1,087,022","1,087,022","1,120,720","1,120,720","109,801",2018
2682,N,.,S A Carlson,Jamestown Board of Public Util,9645,NY,MAT,NPCC,22,1,Electric Utility,ST,BIT,COL,0,0,0,0,0,2018
2682,N,.,S A Carlson,Jamestown Board of Public Util,9645,NY,MAT,NPCC,22,1,Electric Utility,ST,DFO,DFO,0,0,0,0,0,2018
2682,N,.,S A Carlson,Jamestown Board of Public Util,9645,NY,MAT,NPCC,22,1,Electric Utility,ST,NG,NG,"129,741","129,741","133,763","133,763","24,200",2018
2685,N,.,Crescent,New York Power Authority,15296,NY,MAT,NPCC,22,1,Electric Utility,HY,WAT,HYC,0,0,"632,436","632,436","69,468",2018
2686,N,.,Vischer Ferry,New York Power Authority,15296,NY,MAT,NPCC,22,1,Electric Utility,HY,WAT,HYC,0,0,"581,219","581,219","63,842",2018
2691,N,.,Blenheim Gilboa,New York Power Authority,15296,NY,MAT,NPCC,22,1,Electric Utility,PS,WAT,HPS,"597,386","597,386",0,0,"-200,581",2018
2692,N,.,Lewiston Niagara,New York Power Authority,15296,NY,MAT,NPCC,22,1,Electric Utility,PS,WAT,HPS,"634,141","634,141",0,0,"-230,137",2018
2693,N,.,Robert Moses Niagara,New York Power Authority,15296,NY,MAT,NPCC,22,1,Electric Utility,HY,WAT,HYC,0,0,"152,704,889","152,704,889","16,773,384",2018
2694,N,.,Robert Moses Power Dam,New York Power Authority,15296,NY,MAT,NPCC,22,1,Electric Utility,HY,WAT,HYC,0,0,"69,550,491","69,550,491","7,639,553",2018
2695,N,.,Charles P Keller,Village of Rockville Centre - (NY),16217,NY,MAT,NPCC,22,1,Electric Utility,IC,DFO,DFO,870,870,"5,064","5,064",76,2018
2695,N,.,Charles P Keller,Village of Rockville Centre - (NY),16217,NY,MAT,NPCC,22,1,Electric Utility,IC,NG,NG,"14,328","14,328","15,501","15,501",233,2018
2700,N,.,Watertown,City of Watertown - (NY),20188,NY,MAT,NPCC,22,1,Electric Utility,HY,WAT,HYC,0,0,"181,025","181,025","19,884",2018
2706,N,.,Asheville,Duke Energy Progress - (NC),3046,NC,SAT,SERC,22,1,Electric Utility,GT,DFO,DFO,"115,528","115,528","667,633","667,633","56,051",2018
2706,N,.,Asheville,Duke Energy Progress - (NC),3046,NC,SAT,SERC,22,1,Electric Utility,GT,NG,NG,"5,044,435","5,044,435","5,175,890","5,175,890","450,814",2018
2706,N,.,Asheville,Duke Energy Progress - (NC),3046,NC,SAT,SERC,22,1,Electric Utility,ST,BIT,COL,"620,610","620,610","15,644,033","15,644,033","1,232,330",2018
2706,N,.,Asheville,Duke Energy Progress - (NC),3046,NC,SAT,SERC,22,1,Electric Utility,ST,DFO,DFO,"12,507","12,507","72,219","72,219","5,573",2018
2707,N,.,Blewett,Duke Energy Progress - (NC),3046,NC,SAT,SERC,22,1,Electric Utility,GT,DFO,DFO,"2,099","2,099","12,385","12,385",199,2018
2707,N,.,Blewett,Duke Energy Progress - (NC),3046,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"804,495","804,495","88,367",2018
2710,N,.,Marshall Dam,Duke Energy Progress - (NC),3046,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"7,391","7,391",812,2018
2712,N,.,Roxboro,Duke Energy Progress - (NC),3046,NC,SAT,SERC,22,1,Electric Utility,ST,BIT,COL,"2,415,739","2,415,739","60,971,992","60,971,992","5,887,895",2018
2712,N,.,Roxboro,Duke Energy Progress - (NC),3046,NC,SAT,SERC,22,1,Electric Utility,ST,DFO,DFO,"71,273","71,273","413,721","413,721","39,981",2018
2714,N,.,Tillery,Duke Energy Progress - (NC),3046,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"2,172,287","2,172,287","238,608",2018
2715,N,.,Walters,Duke Energy Progress - (NC),3046,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"4,350,373","4,350,373","477,853",2018
2716,N,.,W H Weatherspoon,Duke Energy Progress - (NC),3046,NC,SAT,SERC,22,1,Electric Utility,GT,BIT,COL,0,0,0,0,0,2018
2716,N,.,W H Weatherspoon,Duke Energy Progress - (NC),3046,NC,SAT,SERC,22,1,Electric Utility,GT,DFO,DFO,"8,091","8,091","47,576","47,576","1,712",2018
2716,N,.,W H Weatherspoon,Duke Energy Progress - (NC),3046,NC,SAT,SERC,22,1,Electric Utility,GT,NG,NG,0,0,0,0,0,2018
2718,N,.,G G Allen,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,ST,BIT,COL,"387,090","387,090","8,774,225","8,774,225","814,285",2018
2718,N,.,G G Allen,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,ST,DFO,DFO,"19,003","19,003","110,255","110,255","5,503",2018
2719,N,.,Bridgewater,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"1,071,359","1,071,359","117,680",2018
2720,N,.,Buck,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,CA,DFO,DFO,0,0,0,0,0,2018
2720,N,.,Buck,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,CA,NG,NG,"5,468,814","5,468,814","5,634,172","5,634,172","2,237,637",2018
2720,N,.,Buck,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,CT,DFO,DFO,0,0,0,0,0,2018
2720,N,.,Buck,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,CT,NG,NG,"30,266,763","30,266,763","31,173,501","31,173,501","2,935,424",2018
2721,N,.,James E. Rogers Energy Complex,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,ST,BIT,COL,"2,073,830","2,073,830","49,468,269","49,468,269","5,523,859",2018
2721,N,.,James E. Rogers Energy Complex,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,ST,DFO,DFO,"48,798","48,798","282,140","282,140","30,614",2018
2722,N,.,Cowans Ford,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"2,833,192","2,833,192","311,203",2018
2723,N,.,Dan River,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,CA,DFO,DFO,0,0,0,0,0,2018
2723,N,.,Dan River,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,CA,NG,NG,"5,297,442","5,297,442","5,433,591","5,433,591","2,118,133",2018
2723,N,.,Dan River,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,CT,DFO,DFO,0,0,0,0,0,2018
2723,N,.,Dan River,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,CT,NG,NG,"29,339,965","29,339,965","30,130,411","30,130,411","2,844,125",2018
2726,N,.,Lookout Shoals,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"1,483,288","1,483,288","162,927",2018
2727,N,.,Marshall (NC),"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,ST,BIT,COL,"3,239,536","3,239,536","80,616,004","80,616,004","8,466,514",2018
2727,N,.,Marshall (NC),"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,ST,DFO,DFO,"32,459","32,459","187,970","187,970","19,756",2018
2728,N,.,Mountain Island,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"1,889,098","1,889,098","207,502",2018
2729,N,.,Oxford Dam,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"978,480","978,480","107,478",2018
2730,N,.,Rhodhiss,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"1,086,081","1,086,081","119,297",2018
2735,N,.,Turner Shoals,Northbrook Carolina Hydro LLC,13763,NC,SAT,SERC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"190,183","190,183","20,890",2018
2736,N,.,Tuxedo,"Northbrook Tuxedo, LLC",63011,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"308,271","308,271","33,861",2018
2741,N,.,Bear Creek Dam,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"338,960","338,960","37,232",2018
2743,N,.,Cedar Cliff,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"251,362","251,362","27,610",2018
2745,N,.,Franklin (NC),"Northbrook Carolina Hydro II, LLC",63010,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"33,921","33,921","3,726",2018
2746,N,.,Mission,"Northbrook Carolina Hydro II, LLC",63010,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"49,054","49,054","5,388",2018
2747,N,.,Nantahala,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"2,459,401","2,459,401","270,145",2018
2749,N,.,Tennessee Creek,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"438,000","438,000","48,111",2018
2750,N,.,Thorpe,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"874,155","874,155","96,019",2018
2751,N,.,Tuckasegee,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"64,430","64,430","7,077",2018
2756,N,.,Gaston,Virginia Electric & Power Co,19876,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"4,296,105","4,296,105","471,892",2018
2758,N,.,Roanoke Rapids,Virginia Electric & Power Co,19876,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"3,423,150","3,423,150","376,005",2018
2773,N,.,Lake Lure,Lake Lure Town of,10604,NC,SAT,SERC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"95,827","95,827","10,526",2018
2778,N,.,Chatuge,Tennessee Valley Authority,18642,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"328,527","328,527","36,086",2018
2779,N,.,Fontana Dam,Tennessee Valley Authority,18642,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"10,474,706","10,474,706","1,150,561",2018
2780,N,.,Hiwassee Dam,Tennessee Valley Authority,18642,NC,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,0,0,"3,202,896","3,202,896","351,812",2018
2780,N,.,Hiwassee Dam,Tennessee Valley Authority,18642,NC,SAT,SERC,22,1,Electric Utility,PS,WAT,HPS,"28,954","28,954",0,0,0,2018
2783,N,.,Buxton,North Carolina El Member Corp,13683,NC,SAT,SERC,22,1,Electric Utility,IC,DFO,DFO,"1,022","1,022","5,927","5,927",192,2018
2790,N,.,R M Heskett,Montana-Dakota Utilities Co,12199,ND,WNC,MRO,22,1,Electric Utility,GT,NG,NG,"66,347","66,347","71,957","71,957","2,801",2018
2790,N,.,R M Heskett,Montana-Dakota Utilities Co,12199,ND,WNC,MRO,22,1,Electric Utility,ST,LIG,COL,"466,871","466,871","6,491,937","6,491,937","497,303",2018
2790,N,.,R M Heskett,Montana-Dakota Utilities Co,12199,ND,WNC,MRO,22,1,Electric Utility,ST,NG,NG,228,228,269,269,20,2018
2790,N,.,R M Heskett,Montana-Dakota Utilities Co,12199,ND,WNC,MRO,22,1,Electric Utility,ST,SUB,COL,0,0,0,0,0,2018
2790,N,.,R M Heskett,Montana-Dakota Utilities Co,12199,ND,WNC,MRO,22,1,Electric Utility,ST,TDF,OTH,"2,885","2,885","91,857","91,857","7,034",2018
2801,N,.,Jamestown,Otter Tail Power Co,14232,ND,WNC,MRO,22,1,Electric Utility,GT,DFO,DFO,"1,228","1,228","7,368","7,368",216,2018
2811,N,.,Grafton,City of Grafton - (ND),7444,ND,WNC,MRO,22,1,Electric Utility,IC,DFO,DFO,0,0,0,0,0,2018
2815,N,.,Garrison,USCE-Missouri River District,19635,ND,WNC,MRO,22,1,Electric Utility,HY,WAT,HYC,0,0,"28,952,123","28,952,123","3,180,154",2018
2817,N,.,Leland Olds,Basin Electric Power Coop,1307,ND,WNC,MRO,22,1,Electric Utility,ST,DFO,DFO,"10,167","10,167","58,664","58,664","4,971",2018
2817,N,.,Leland Olds,Basin Electric Power Coop,1307,ND,WNC,MRO,22,1,Electric Utility,ST,LIG,COL,"2,841,167","2,841,167","38,518,422","38,518,422","3,271,046",2018
2817,N,.,Leland Olds,Basin Electric Power Coop,1307,ND,WNC,MRO,22,1,Electric Utility,ST,RC,COL,0,0,0,0,0,2018
2817,N,.,Leland Olds,Basin Electric Power Coop,1307,ND,WNC,MRO,22,1,Electric Utility,ST,SUB,COL,"61,241","61,241","982,312","982,312","83,448",2018
2823,N,.,Milton R Young,"Minnkota Power Coop, Inc",12658,ND,WNC,MRO,22,1,Electric Utility,ST,DFO,DFO,"33,544","33,544","197,239","197,239","17,162",2018
2823,N,.,Milton R Young,"Minnkota Power Coop, Inc",12658,ND,WNC,MRO,22,1,Electric Utility,ST,LIG,COL,0,0,0,0,0,2018
2823,N,.,Milton R Young,"Minnkota Power Coop, Inc",12658,ND,WNC,MRO,22,1,Electric Utility,ST,RC,COL,"4,298,808","4,298,808","56,482,456","56,482,456","4,891,789",2018
2828,N,.,Cardinal,Cardinal Operating Company,61412,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,ST,BIT,COL,"4,016,414","4,016,414","100,186,594","100,186,594","10,000,462",2018
2828,N,.,Cardinal,Cardinal Operating Company,61412,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,ST,DFO,DFO,"65,422","65,422","379,085","379,085","37,873",2018
2828,N,.,Cardinal,Cardinal Operating Company,61412,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,ST,SUB,COL,0,0,0,0,0,2018
2830,N,.,Walter C Beckjord,Duke Energy Ohio Inc,3542,OH,ENC,RFC,22,1,Electric Utility,BA,MWH,OTH,"1,973","1,973",0,0,"-1,285",2018
2830,N,.,Walter C Beckjord,Duke Energy Ohio Inc,3542,OH,ENC,RFC,22,1,Electric Utility,ST,BIT,COL,0,0,0,0,0,2018
2830,N,.,Walter C Beckjord,Duke Energy Ohio Inc,3542,OH,ENC,RFC,22,1,Electric Utility,ST,DFO,DFO,0,0,0,0,0,2018
2831,N,.,Dicks Creek,Vistra Energy Dicks Creek,59917,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,GT,DFO,DFO,0,0,0,0,0,2018
2831,N,.,Dicks Creek,Vistra Energy Dicks Creek,59917,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,GT,NG,NG,"93,000","93,000","100,346","100,346","3,456",2018
2832,N,.,Miami Fort,Vistra Energy Miami Fort,59919,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,GT,DFO,DFO,"1,426","1,426","8,206","8,206",424,2018
2832,N,.,Miami Fort,Vistra Energy Miami Fort,59919,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,ST,BIT,COL,"2,337,778","2,337,778","56,862,255","56,862,255","5,394,008",2018
2832,N,.,Miami Fort,Vistra Energy Miami Fort,59919,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,ST,DFO,DFO,"37,042","37,042","213,139","213,139","15,012",2018
2836,N,.,Avon Lake,"GenOn Power Midwest, LP",14165,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,GT,DFO,DFO,256,256,"1,408","1,408",-316,2018
2836,N,.,Avon Lake,"GenOn Power Midwest, LP",14165,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,ST,BIT,COL,"506,367","506,367","11,470,439","11,470,439","1,056,113",2018
2836,N,.,Avon Lake,"GenOn Power Midwest, LP",14165,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,ST,DFO,DFO,"25,871","25,871","142,161","142,161","12,833",2018
2836,N,.,Avon Lake,"GenOn Power Midwest, LP",14165,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,ST,NG,NG,0,0,0,0,0,2018
2836,N,.,Avon Lake,"GenOn Power Midwest, LP",14165,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,ST,SUB,COL,0,0,0,0,0,2018
2837,N,.,FirstEnergy Eastlake,FirstEnergy Generation Corp,6526,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,GT,BIT,COL,0,0,0,0,0,2018
2837,N,.,FirstEnergy Eastlake,FirstEnergy Generation Corp,6526,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,GT,DFO,DFO,444,444,"2,602","2,602",154,2018
2837,N,.,FirstEnergy Eastlake,FirstEnergy Generation Corp,6526,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,GT,SUB,COL,0,0,0,0,0,2018
2840,N,.,Conesville,AEP Generation Resources Inc,58620,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,ST,BIT,COL,"1,883,730","1,883,730","44,086,849","44,086,849","4,110,470",2018
2840,N,.,Conesville,AEP Generation Resources Inc,58620,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,ST,DFO,DFO,"13,267","13,267","76,844","76,844","7,043",2018
2847,N,.,Frank M Tait,Kimura Power LLC,61919,OH,ENC,RFC,22,1,Electric Utility,GT,DFO,DFO,0,0,0,0,0,2018
2847,N,.,Frank M Tait,Kimura Power LLC,61919,OH,ENC,RFC,22,1,Electric Utility,GT,NG,NG,"1,966,880","1,966,880","2,098,660","2,098,660","163,772",2018
2847,N,.,Frank M Tait,Kimura Power LLC,61919,OH,ENC,RFC,22,1,Electric Utility,IC,DFO,DFO,56,56,322,322,31,2018
2847,N,.,Frank M Tait,Kimura Power LLC,61919,OH,ENC,RFC,22,1,Electric Utility,IC,NG,NG,0,0,0,0,0,2018
2848,N,.,O H Hutchings,Kimura Power LLC,61919,OH,ENC,RFC,22,1,Electric Utility,GT,BIT,COL,0,0,0,0,0,2018
2848,N,.,O H Hutchings,Kimura Power LLC,61919,OH,ENC,RFC,22,1,Electric Utility,GT,DFO,DFO,10,10,56,56,-1,2018
2848,N,.,O H Hutchings,Kimura Power LLC,61919,OH,ENC,RFC,22,1,Electric Utility,GT,NG,NG,"45,400","45,400","48,442","48,442",-460,2018
2850,N,.,J M Stuart,Dayton Power & Light Co,4922,OH,ENC,RFC,22,1,Electric Utility,IC,DFO,DFO,70,70,404,404,35,2018
2850,N,.,J M Stuart,Dayton Power & Light Co,4922,OH,ENC,RFC,22,1,Electric Utility,ST,BIT,COL,"951,097","951,097","22,097,397","22,097,397","2,064,675",2018
