"","OperatorName","PlantName","PlantState","County","OperatorID","PlantID","GeneratorID","UniqueID","NetGeneration2018","NameplateCapacityMW","Technology","EnergySource1","Status","OperatingMonth","OperatingYear","PlannedRetirementMonth","PlannedRetirementYear","CapacityFactor"
"769","Public Service Co of NM","Reeves","NM","Bernalillo",15473,2450,"3","15473 2450 3",108968,66,"Natural Gas Steam Turbine","NG","OP",7,1962,NA,NA,18.8473778884738
"770","Public Service Co of NM","San Juan","NM","San Juan",15473,2451,"1","15473 2451 1",1445406,369,"Conventional Steam Coal","RC","OP",12,1976,NA,NA,44.7156327727661
"771","Public Service Co of NM","San Juan","NM",NA,15473,2451,"2","15473 2451 2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","Public Service Co of NM","San Juan","NM",NA,15473,2451,"3","15473 2451 3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","Public Service Co of NM","San Juan","NM","San Juan",15473,2451,"4","15473 2451 4",3228842,555,"Conventional Steam Coal","RC","OP",4,1982,NA,NA,66.4124809741248
"774","Southwestern Public Service Co","Cunningham","NM","Lea",17718,2454,"1","17718 2454 1",232382,75,"Natural Gas Steam Turbine","NG","OP",1,1957,12,2019,35.3701674277017
"775","Southwestern Public Service Co","Cunningham","NM","Lea",17718,2454,"2","17718 2454 2",449616,190.4,"Natural Gas Steam Turbine","NG","OP",1,1965,12,2025,26.9569471624266
"776","Danskammer Energy","Danskammer Generating Station","NY","Orange",58971,2480,"1","58971 2480 1",2663,72,"Natural Gas Steam Turbine","NG","OP",12,1951,NA,NA,0.422215880263825
"777","Danskammer Energy","Danskammer Generating Station","NY","Orange",58971,2480,"2","58971 2480 2",2672,73.5,"Natural Gas Steam Turbine","NG","OP",9,1954,NA,NA,0.41499704904793
"778","Danskammer Energy","Danskammer Generating Station","NY","Orange",58971,2480,"3","58971 2480 3",14162,147.1,"Natural Gas Steam Turbine","NG","OP",10,1959,NA,NA,1.09902560616361
"779","Danskammer Energy","Danskammer Generating Station","NY","Orange",58971,2480,"4","58971 2480 4",10884,239.4,"Natural Gas Steam Turbine","NG","OP",9,1967,NA,NA,0.5189915427839
"780","NRG Arthur Kill Operations Inc","Arthur Kill Generating Station","NY","Richmond",13192,2490,"2","13192 2490 2",454432,342,"Natural Gas Steam Turbine","NG","OP",9,1959,NA,NA,15.1683623060696
"781","NRG Arthur Kill Operations Inc","Arthur Kill Generating Station","NY","Richmond",13192,2490,"3","13192 2490 3",534303,535.5,"Natural Gas Steam Turbine","NG","OP",6,1969,NA,NA,11.3900080580177
"782","Consolidated Edison Co-NY Inc","East River","NY","New York",4226,2493,"6","4226 2493 6",511564,156.2,"Natural Gas Steam Turbine","NG","OP",11,1951,NA,NA,37.3865024935833
"783","Consolidated Edison Co-NY Inc","East River","NY","New York",4226,2493,"7","4226 2493 7",209606,200,"Natural Gas Steam Turbine","NG","OP",6,1955,NA,NA,11.9638127853881
"784","Helix Ravenswood, LLC","Ravenswood","NY","Queens",61130,2500,"1","61130 2500 1",598705,400,"Natural Gas Steam Turbine","NG","OP",2,1963,NA,NA,17.0863299086758
"785","Helix Ravenswood, LLC","Ravenswood","NY","Queens",61130,2500,"2","61130 2500 2",580494,400,"Natural Gas Steam Turbine","NG","OP",5,1963,NA,NA,16.5666095890411
"786","Helix Ravenswood, LLC","Ravenswood","NY","Queens",61130,2500,"3","61130 2500 3",800189,NA,"Natural Gas Steam Turbine","NG","OP",6,1965,NA,NA,NA
"787","Helix Ravenswood, LLC","Ravenswood","NY","Queens",61130,2500,"4","61130 2500 4",1356350,170,"Natural Gas Fired Combined Cycle","NG","OP",12,2003,NA,NA,91.0791028740263
"788","Helix Ravenswood, LLC","Ravenswood","NY","Queens",61130,2500,"4S","61130 2500 4S",-2713,80,"Natural Gas Fired Combined Cycle","NG","OP",12,2003,NA,NA,-0.38712899543379
"789","National Grid Generation LLC","E F Barrett","NY","Nassau",56505,2511,"ST1","56505 2511 ST1",566931,188,"Natural Gas Steam Turbine","NG","OP",11,1956,NA,NA,34.4245482366657
"790","National Grid Generation LLC","E F Barrett","NY","Nassau",56505,2511,"ST2","56505 2511 ST2",721365,188,"Natural Gas Steam Turbine","NG","OP",10,1963,NA,NA,43.8019163509181
"791","National Grid Generation LLC","Northport","NY","Suffolk",56505,2516,"2","56505 2516 2",665413,387,"Natural Gas Steam Turbine","NG","OP",6,1968,NA,NA,19.6280072681793
"792","National Grid Generation LLC","Northport","NY","Suffolk",56505,2516,"3","56505 2516 3",932136,387,"Natural Gas Steam Turbine","NG","OP",7,1972,NA,NA,27.4956638703055
"793","National Grid Generation LLC","Northport","NY","Suffolk",56505,2516,"4","56505 2516 4",746071,387,"Natural Gas Steam Turbine","NG","OP",12,1977,NA,NA,22.0072150838318
"794","National Grid Generation LLC","Northport","NY","Suffolk",56505,2516,"ST1","56505 2516 ST1",340349,387,"Natural Gas Steam Turbine","NG","OP",7,1967,NA,NA,10.0394381319835
"795","National Grid Generation LLC","Port Jefferson","NY","Suffolk",56505,2517,"3","56505 2517 3",172713,188,"Natural Gas Steam Turbine","NG","OP",11,1958,NA,NA,10.4872850480909
"796","National Grid Generation LLC","Port Jefferson","NY","Suffolk",56505,2517,"4","56505 2517 4",156271,188,"Natural Gas Steam Turbine","NG","OP",11,1960,NA,NA,9.48891236762849
"797","Greenidge Generation Holdings LLC","Greenidge Generation LLC","NY","Yates",25,2527,"4","25 2527 4",190219,112,"Natural Gas Steam Turbine","NG","OP",12,1953,NA,NA,19.3879443900848
"798","Cayuga Operating Company, LLC","Cayuga Operating Company","NY","Tompkins",22125,2535,"1","22125 2535 1",82505,155.3,"Conventional Steam Coal","BIT","OP",9,1955,NA,NA,6.06463554116793
"799","Cayuga Operating Company, LLC","Cayuga Operating Company","NY","Tompkins",22125,2535,"2","22125 2535 2",12882,167.2,"Conventional Steam Coal","BIT","OA",10,1958,NA,NA,0.879514321295143
"800","PSEG Power New York Inc","Bethlehem Energy Center","NY","Albany",14294,2539,"5","14294 2539 5",1108766,194.3,"Natural Gas Fired Combined Cycle","NG","OP",7,2005,NA,NA,65.1422857371151
"801","PSEG Power New York Inc","Bethlehem Energy Center","NY","Albany",14294,2539,"6","14294 2539 6",1103059,194.3,"Natural Gas Fired Combined Cycle","NG","OP",7,2005,NA,NA,64.8069877349201
"802","PSEG Power New York Inc","Bethlehem Energy Center","NY","Albany",14294,2539,"7","14294 2539 7",1233556,194.3,"Natural Gas Fired Combined Cycle","NG","OP",7,2005,NA,NA,72.4739552121302
"803","PSEG Power New York Inc","Bethlehem Energy Center","NY","Albany",14294,2539,"8","14294 2539 8",1696734,310.2,"Natural Gas Fired Combined Cycle","NG","OP",7,2005,NA,NA,62.4407143424923
"804","NRG Oswego Harbor Power Operations Inc","Oswego Harbor Power","NY","Oswego",13923,2594,"ST5","13923 2594 ST5",20347,901.8,"Petroleum Liquids","RFO","OP",6,1975,NA,NA,0.257564525945572
"805","NRG Oswego Harbor Power Operations Inc","Oswego Harbor Power","NY","Oswego",13923,2594,"ST6","13923 2594 ST6",21378,901.8,"Petroleum Liquids","RFO","OP",12,1979,NA,NA,0.270615542127313
"806","GenOn New York, LLC","Bowline Point","NY","Rockland",12792,2625,"1","12792 2625 1",238893,621,"Natural Gas Steam Turbine","NG","OP",9,1972,NA,NA,4.39144773123332
"807","GenOn New York, LLC","Bowline Point","NY","Rockland",12792,2625,"2","12792 2625 2",234225,621,"Natural Gas Steam Turbine","NG","OP",5,1974,NA,NA,4.30563827675203
"808","Jamestown Board of Public Util","S A Carlson","NY","Chautauqua",9645,2682,"5","9645 2682 5",765,24.5,"Natural Gas Steam Turbine","NG","OP",8,1951,NA,NA,0.35644394744199
"809","Jamestown Board of Public Util","S A Carlson","NY","Chautauqua",9645,2682,"6","9645 2682 6",23435,24.5,"Natural Gas Steam Turbine","NG","OP",8,1968,NA,NA,10.9192992265399
"810","Duke Energy Progress - (NC)","Asheville","NC","Buncombe",3046,2706,"1","3046 2706 1",669236,206.6,"Conventional Steam Coal","BIT","OP",5,1964,11,2019,36.9781237429661
"811","Duke Energy Progress - (NC)","Asheville","NC","Buncombe",3046,2706,"2","3046 2706 2",568667,207,"Conventional Steam Coal","BIT","OP",5,1971,11,2019,31.3605430922286
"812","Duke Energy Progress - (NC)","Roxboro","NC","Person",3046,2712,"1","3046 2712 1",824171,410.8,"Conventional Steam Coal","BIT","OP",5,1966,NA,NA,22.9024945201033
"813","Duke Energy Progress - (NC)","Roxboro","NC","Person",3046,2712,"2","3046 2712 2",1895245,657,"Conventional Steam Coal","BIT","OP",5,1968,NA,NA,32.9303149086411
"814","Duke Energy Progress - (NC)","Roxboro","NC","Person",3046,2712,"3","3046 2712 3",1530179,745.2,"Conventional Steam Coal","BIT","OP",7,1973,NA,NA,23.4404143903019
"815","Duke Energy Progress - (NC)","Roxboro","NC","Person",3046,2712,"4","3046 2712 4",1678281,745.2,"Conventional Steam Coal","BIT","OP",9,1980,NA,NA,25.7091504349297
"816","Duke Energy Carolinas, LLC","G G Allen","NC","Gaston",5416,2718,"1","5416 2718 1",72521,163.2,"Conventional Steam Coal","BIT","OP",6,1957,12,2024,5.07270402453219
"817","Duke Energy Carolinas, LLC","G G Allen","NC","Gaston",5416,2718,"2","5416 2718 2",87141,163.2,"Conventional Steam Coal","BIT","OP",11,1957,12,2024,6.09534481600859
"818","Duke Energy Carolinas, LLC","G G Allen","NC","Gaston",5416,2718,"3","5416 2718 3",158697,272,"Conventional Steam Coal","BIT","OP",10,1959,12,2024,6.66032937147462
"819","Duke Energy Carolinas, LLC","G G Allen","NC","Gaston",5416,2718,"4","5416 2718 4",175298,278,"Conventional Steam Coal","BIT","OP",10,1960,NA,NA,7.19826878223449
"820","Duke Energy Carolinas, LLC","G G Allen","NC","Gaston",5416,2718,"5","5416 2718 5",326131,272,"Conventional Steam Coal","BIT","OP",7,1961,NA,NA,13.6873405183991
"821","Duke Energy Carolinas, LLC","Buck","NC","Rowan",5416,2720,"CT11","5416 2720 CT11",1463456,185.3,"Natural Gas Fired Combined Cycle","NG","OP",11,2011,NA,NA,90.157143666817
"822","Duke Energy Carolinas, LLC","Buck","NC","Rowan",5416,2720,"CT12","5416 2720 CT12",1471968,185.3,"Natural Gas Fired Combined Cycle","NG","OP",11,2011,NA,NA,90.6815308755147
"823","Duke Energy Carolinas, LLC","Buck","NC","Rowan",5416,2720,"ST10","5416 2720 ST10",2237637,327.3,"Natural Gas Fired Combined Cycle","NG","OP",11,2011,NA,NA,78.0440005189826
"824","Duke Energy Carolinas, LLC","James E. Rogers Energy Complex","NC","Cleveland",5416,2721,"5","5416 2721 5",1243104,621,"Conventional Steam Coal","BIT","OP",6,1972,NA,NA,22.8513444951801
"825","Duke Energy Carolinas, LLC","James E. Rogers Energy Complex","NC","Cleveland",5416,2721,"6","5416 2721 6",4311369,909.5,"Conventional Steam Coal","BIT","OP",12,2012,NA,NA,54.1138439756904
"826","Duke Energy Carolinas, LLC","Dan River","NC","Rockingham",5416,2723,"CT8","5416 2723 CT8",1433925,185.3,"Natural Gas Fired Combined Cycle","NG","OP",12,2012,NA,NA,88.3378675084461
"827","Duke Energy Carolinas, LLC","Dan River","NC","Rockingham",5416,2723,"CT9","5416 2723 CT9",1410200,185.3,"Natural Gas Fired Combined Cycle","NG","OP",12,2012,NA,NA,86.8762736966095
"828","Duke Energy Carolinas, LLC","Dan River","NC","Rockingham",5416,2723,"ST7","5416 2723 ST7",2118133,327.3,"Natural Gas Fired Combined Cycle","NG","OP",12,2012,NA,NA,73.8759561766606
"829","Duke Energy Carolinas, LLC","Marshall (NC)","NC","Catawba",5416,2727,"1","5416 2727 1",958416,348.5,"Conventional Steam Coal","BIT","OP",3,1965,NA,NA,31.3940370668815
"830","Duke Energy Carolinas, LLC","Marshall (NC)","NC","Catawba",5416,2727,"2","5416 2727 2",675957,348.5,"Conventional Steam Coal","BIT","OP",4,1966,NA,NA,22.1417621509011
"831","Duke Energy Carolinas, LLC","Marshall (NC)","NC","Catawba",5416,2727,"3","5416 2727 3",3176205,711,"Conventional Steam Coal","BIT","OP",5,1969,NA,NA,50.995848024199
"832","Duke Energy Carolinas, LLC","Marshall (NC)","NC","Catawba",5416,2727,"4","5416 2727 4",3675692,711,"Conventional Steam Coal","BIT","OP",5,1970,NA,NA,59.0154069450064
"833","Montana-Dakota Utilities Co","R M Heskett","ND","Morton",12199,2790,"1","12199 2790 1",77440,40,"Conventional Steam Coal","LIG","OP",11,1954,12,2021,22.1004566210046
"834","Montana-Dakota Utilities Co","R M Heskett","ND","Morton",12199,2790,"2","12199 2790 2",426917,75,"Conventional Steam Coal","LIG","OP",11,1963,12,2021,64.9797564687976
"835","Basin Electric Power Coop","Leland Olds","ND","Mercer",1307,2817,"1","1307 2817 1",1251295,216,"Conventional Steam Coal","RC","OP",1,1966,NA,NA,66.1305069338745
"836","Basin Electric Power Coop","Leland Olds","ND","Mercer",1307,2817,"2","1307 2817 2",2108170,440,"Conventional Steam Coal","RC","OP",12,1975,NA,NA,54.6951535907015
"837","Minnkota Power Coop, Inc","Milton R Young","ND","Oliver",12658,2823,"1","12658 2823 1",1473717,257,"Conventional Steam Coal","RC","OP",10,1970,NA,NA,65.4601300570332
"838","Minnkota Power Coop, Inc","Milton R Young","ND","Oliver",12658,2823,"2","12658 2823 2",3435234,477,"Conventional Steam Coal","RC","OP",4,1977,NA,NA,82.2117400419287
"839","Cardinal Operating Company","Cardinal","OH","Jefferson",61412,2828,"1","61412 2828 1",3430750,615.2,"Conventional Steam Coal","BIT","OP",2,1967,NA,NA,63.660293864415
"840","Cardinal Operating Company","Cardinal","OH","Jefferson",61412,2828,"2","61412 2828 2",2962150,615.2,"Conventional Steam Coal","BIT","OP",7,1967,NA,NA,54.9650483044457
"841","Cardinal Operating Company","Cardinal","OH","Jefferson",61412,2828,"3","61412 2828 3",3645435,650,"Conventional Steam Coal","BIT","OP",9,1977,NA,NA,64.0223919915701
"842","Vistra Energy Miami Fort","Miami Fort","OH","Hamilton",59919,2832,"7","59919 2832 7",2489694,557.1,"Conventional Steam Coal","BIT","OP",5,1975,NA,NA,51.0162706579818
"843","Vistra Energy Miami Fort","Miami Fort","OH","Hamilton",59919,2832,"8","59919 2832 8",2919326,557.7,"Conventional Steam Coal","BIT","OP",2,1978,NA,NA,59.7554944762532
"844","GenOn Power Midwest, LP","Avon Lake","OH","Lorain",14165,2836,"9","14165 2836 9",1068946,680,"Conventional Steam Coal","BIT","OP",1,1970,NA,NA,17.944970453935
"845","AEP Generation Resources Inc","Conesville","OH","Coshocton",58620,2840,"4","58620 2840 4",2921676,841.5,"Conventional Steam Coal","BIT","OP",6,1973,6,2020,39.6345404081101
"846","AEP Generation Resources Inc","Conesville","OH","Coshocton",58620,2840,"5","58620 2840 5",555109,443.9,"Conventional Steam Coal","BIT","OP",11,1976,5,2019,14.2754240382825
"847","AEP Generation Resources Inc","Conesville","OH","Coshocton",58620,2840,"6","58620 2840 6",640727,443.9,"Conventional Steam Coal","BIT","OP",6,1978,5,2019,16.4772136963671
"848","Dayton Power & Light Co","J M Stuart","OH",NA,4922,2850,"2","4922 2850 2",333698,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","Dayton Power & Light Co","J M Stuart","OH",NA,4922,2850,"3","4922 2850 3",841900,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","Dayton Power & Light Co","J M Stuart","OH",NA,4922,2850,"4","4922 2850 4",901892,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","FirstEnergy Generation Corp","FirstEnergy W H Sammis","OH","Jefferson",6526,2866,"1","6526 2866 1",23351,190.4,"Conventional Steam Coal","BIT","OP",8,1959,5,2020,1.40002062468823
"852","FirstEnergy Generation Corp","FirstEnergy W H Sammis","OH","Jefferson",6526,2866,"2","6526 2866 2",10955,190.4,"Conventional Steam Coal","BIT","OP",7,1960,5,2020,0.656812382487241
"853","FirstEnergy Generation Corp","FirstEnergy W H Sammis","OH","Jefferson",6526,2866,"3","6526 2866 3",53173,190.4,"Conventional Steam Coal","BIT","OP",7,1961,5,2020,3.18801321898622
"854","FirstEnergy Generation Corp","FirstEnergy W H Sammis","OH","Jefferson",6526,2866,"4","6526 2866 4",82868,190.4,"Conventional Steam Coal","BIT","OP",11,1962,5,2020,4.96839146617551
"855","FirstEnergy Generation Corp","FirstEnergy W H Sammis","OH","Jefferson",6526,2866,"5","6526 2866 5",991243,334,"Conventional Steam Coal","BIT","OP",12,1967,NA,NA,33.8789202417084
"856","FirstEnergy Generation Corp","FirstEnergy W H Sammis","OH","Jefferson",6526,2866,"6","6526 2866 6",1593780,680,"Conventional Steam Coal","BIT","OP",4,1969,NA,NA,26.7556406124093
"857","FirstEnergy Generation Corp","FirstEnergy W H Sammis","OH","Jefferson",6526,2866,"7","6526 2866 7",2011276,680,"Conventional Steam Coal","BIT","OP",9,1971,NA,NA,33.7643701316143
"858","Ohio Valley Electric Corp","Kyger Creek","OH","Gallia",14015,2876,"1","14015 2876 1",1302071,217.3,"Conventional Steam Coal","BIT","OP",2,1955,NA,NA,68.4023202987264
"859","Ohio Valley Electric Corp","Kyger Creek","OH","Gallia",14015,2876,"2","14015 2876 2",1287397,217.3,"Conventional Steam Coal","BIT","OP",6,1955,NA,NA,67.6314440192735
"860","Ohio Valley Electric Corp","Kyger Creek","OH","Gallia",14015,2876,"3","14015 2876 3",1092177,217.3,"Conventional Steam Coal","BIT","OP",9,1955,NA,NA,57.375858134389
"861","Ohio Valley Electric Corp","Kyger Creek","OH","Gallia",14015,2876,"4","14015 2876 4",1065004,217.3,"Conventional Steam Coal","BIT","OP",11,1955,NA,NA,55.948365893584
"862","Ohio Valley Electric Corp","Kyger Creek","OH","Gallia",14015,2876,"5","14015 2876 5",1054436,217.3,"Conventional Steam Coal","BIT","OP",12,1955,NA,NA,55.3931920813134
"863","Walleye Power, LLC ","FirstEnergy Bay Shore","OH","Lucas",62031,2878,"1","62031 2878 1",1088039,150.5,"Petroleum Coke","PC","OP",8,1955,NA,NA,82.5284819247865
"864","City of Dover - (OH)","Dover","OH","Tuscarawas",5336,2914,"3","5336 2914 3",0,8,"Conventional Steam Coal","BIT","SB",1,1954,NA,NA,0
"865","City of Dover - (OH)","Dover","OH","Tuscarawas",5336,2914,"4","5336 2914 4",57636,19.5,"Conventional Steam Coal","BIT","OP",6,1968,NA,NA,33.740779768177
"866","City of Hamilton - (OH)","Hamilton (OH)","OH","Butler",7977,2917,"5","7977 2917 5",0,10,"Natural Gas Steam Turbine","NG","OS",3,1954,NA,NA,0
"867","City of Hamilton - (OH)","Hamilton (OH)","OH","Butler",7977,2917,"7","7977 2917 7",0,25,"Natural Gas Steam Turbine","NG","OS",5,1960,NA,NA,0
"868","City of Hamilton - (OH)","Hamilton (OH)","OH","Butler",7977,2917,"8","7977 2917 8",0,25,"Natural Gas Steam Turbine","NG","OS",6,1965,NA,NA,0
"869","City of Hamilton - (OH)","Hamilton (OH)","OH","Butler",7977,2917,"9","7977 2917 9",0,50.6,"Natural Gas Steam Turbine","NG","OS",10,1975,NA,NA,0
"870","City of Orrville - (OH)","Orrville","OH","Wayne",14194,2935,"9","14194 2935 9",5409,22,"Conventional Steam Coal","BIT","OP",1,1961,NA,NA,2.80666251556663
"871","City of Orrville - (OH)","Orrville","OH","Wayne",14194,2935,"10","14194 2935 10",8865,25,"Conventional Steam Coal","BIT","OP",1,1971,NA,NA,4.04794520547945
"872","City of Orrville - (OH)","Orrville","OH","Wayne",14194,2935,"11","14194 2935 11",16936,25,"Natural Gas Steam Turbine","NG","OP",1,1971,NA,NA,7.73333333333333
"873","City of Painesville","Painesville","OH","Lake",14381,2936,"3","14381 2936 3",0,7.5,"Conventional Steam Coal","BIT","SB",1,1953,NA,NA,0
"874","City of Painesville","Painesville","OH","Lake",14381,2936,"5","14381 2936 5",840,16.5,"Conventional Steam Coal","BIT","OP",1,1965,NA,NA,0.58115400581154
"875","City of Painesville","Painesville","OH","Lake",14381,2936,"7","14381 2936 7",2427,22,"Conventional Steam Coal","BIT","OP",2,1990,NA,NA,1.2593399750934
"876","City of Painesville","Painesville","OH","Lake",14381,2936,"ST2","14381 2936 ST2",0,7.5,"Conventional Steam Coal","BIT","SB",1,1949,NA,NA,0
"877","Oklahoma Gas & Electric Co","Horseshoe Lake","OK","Oklahoma",14063,2951,"6","14063 2951 6",206445,163,"Natural Gas Steam Turbine","NG","OP",4,1958,12,2023,14.4581477435079
"878","Oklahoma Gas & Electric Co","Horseshoe Lake","OK","Oklahoma",14063,2951,"8","14063 2951 8",186055,443,"Natural Gas Steam Turbine","NG","OP",6,1969,NA,NA,4.79439170454663
"879","Oklahoma Gas & Electric Co","Horseshoe Lake","OK","Oklahoma",14063,2951,"ST7","14063 2951 ST7",240298,220,"Natural Gas Steam Turbine","NG","OP",6,1963,NA,NA,12.4687629721876
"880","Oklahoma Gas & Electric Co","Muskogee","OK","Muskogee",14063,2952,"4","14063 2952 4",756200,572,"Conventional Steam Coal","SUB","OP",12,1977,NA,NA,15.0916435163011
"881","Oklahoma Gas & Electric Co","Muskogee","OK","Muskogee",14063,2952,"5","14063 2952 5",1355549,572,"Conventional Steam Coal","SUB","OP",10,1978,NA,NA,27.0529784142798
"882","Oklahoma Gas & Electric Co","Muskogee","OK","Muskogee",14063,2952,"6","14063 2952 6",1745545,572,"Conventional Steam Coal","SUB","OP",6,1984,NA,NA,34.836211163266
"883","Oklahoma Gas & Electric Co","Mustang","OK",NA,14063,2953,"3","14063 2953 3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","Oklahoma Gas & Electric Co","Mustang","OK",NA,14063,2953,"4","14063 2953 4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","Oklahoma Gas & Electric Co","Seminole","OK","Seminole",14063,2956,"1","14063 2956 1",443551,567,"Natural Gas Steam Turbine","NG","OP",3,1971,NA,NA,8.93010155186715
"886","Oklahoma Gas & Electric Co","Seminole","OK","Seminole",14063,2956,"2","14063 2956 2",217410,567,"Natural Gas Steam Turbine","NG","OP",2,1973,NA,NA,4.37715928583508
"887","Oklahoma Gas & Electric Co","Seminole","OK","Seminole",14063,2956,"3","14063 2956 3",694909,567,"Natural Gas Steam Turbine","NG","OP",6,1975,NA,NA,13.9907427540609
"888","Public Service Co of Oklahoma","Northeastern","OK","Rogers",15474,2963,"1","15474 2963 1",628629,170,"Natural Gas Fired Combined Cycle","NG","OP",4,1961,NA,NA,42.2125302175665
"889","Public Service Co of Oklahoma","Northeastern","OK","Rogers",15474,2963,"2","15474 2963 2",450435,473,"Natural Gas Steam Turbine","NG","OP",5,1970,NA,NA,10.8709345767326
"890","Public Service Co of Oklahoma","Northeastern","OK","Rogers",15474,2963,"3","15474 2963 3",2673030,473,"Conventional Steam Coal","SUB","OP",12,1979,NA,NA,64.511714790466
"891","Public Service Co of Oklahoma","Northeastern","OK","Rogers",15474,2963,"1A","15474 2963 1A",597125,178.5,"Natural Gas Fired Combined Cycle","NG","OP",8,2001,NA,NA,38.1876494890194
"892","Public Service Co of Oklahoma","Northeastern","OK","Rogers",15474,2963,"1B","15474 2963 1B",648538,178.5,"Natural Gas Fired Combined Cycle","NG","OP",8,2001,NA,NA,41.4756404845043
"893","Public Service Co of Oklahoma","Southwestern","OK","Caddo",15474,2964,"1","15474 2964 1",8261,84,"Natural Gas Steam Turbine","NG","OP",7,1952,NA,NA,1.12266253533377
"894","Public Service Co of Oklahoma","Southwestern","OK","Caddo",15474,2964,"2","15474 2964 2",25002,84,"Natural Gas Steam Turbine","NG","OP",3,1954,NA,NA,3.39774951076321
"895","Public Service Co of Oklahoma","Southwestern","OK","Caddo",15474,2964,"3","15474 2964 3",492710,315,"Natural Gas Steam Turbine","NG","OP",7,1967,NA,NA,17.8556932666522
"896","Public Service Co of Oklahoma","Tulsa","OK","Tulsa",15474,2965,"2","15474 2965 2",206617,170,"Natural Gas Steam Turbine","NG","OP",11,1956,NA,NA,13.8743620735966
"897","Public Service Co of Oklahoma","Tulsa","OK","Tulsa",15474,2965,"4","15474 2965 4",224412,170,"Natural Gas Steam Turbine","NG","OP",4,1958,NA,NA,15.0692989524577
"898","Western Farmers Elec Coop, Inc","Anadarko Plant","OK","Caddo",20447,3006,"1","20447 3006 1",0,17.3,"Natural Gas Steam Turbine","NG","SB",8,1953,NA,NA,0
"899","Western Farmers Elec Coop, Inc","Anadarko Plant","OK","Caddo",20447,3006,"2","20447 3006 2",0,17.3,"Natural Gas Steam Turbine","NG","SB",8,1953,NA,NA,0
"900","Western Farmers Elec Coop, Inc","Anadarko Plant","OK","Caddo",20447,3006,"3","20447 3006 3",308,50,"Natural Gas Steam Turbine","NG","SB",8,1959,NA,NA,0.0703196347031964
"901","Western Farmers Elec Coop, Inc","Anadarko Plant","OK","Caddo",20447,3006,"4","20447 3006 4",380043,105.1,"Natural Gas Fired Combined Cycle","NG","OP",12,1977,NA,NA,41.2786908749658
"902","Western Farmers Elec Coop, Inc","Anadarko Plant","OK","Caddo",20447,3006,"5","20447 3006 5",416729,105.1,"Natural Gas Fired Combined Cycle","NG","OP",11,1977,NA,NA,45.2633716964491
"903","Western Farmers Elec Coop, Inc","Anadarko Plant","OK","Caddo",20447,3006,"6","20447 3006 6",351349,105.1,"Natural Gas Fired Combined Cycle","NG","OP",12,1977,NA,NA,38.1620678718681
"904","Western Farmers Elec Coop, Inc","Mooreland","OK","Woodward",20447,3008,"1","20447 3008 1",131,45,"Natural Gas Steam Turbine","NG","OP",3,1964,NA,NA,0.0332318619989853
"905","Western Farmers Elec Coop, Inc","Mooreland","OK","Woodward",20447,3008,"2","20447 3008 2",44584,125,"Natural Gas Steam Turbine","NG","OP",7,1968,NA,NA,4.07159817351598
"906","Western Farmers Elec Coop, Inc","Mooreland","OK","Woodward",20447,3008,"3","20447 3008 3",52423,135,"Natural Gas Steam Turbine","NG","OP",7,1975,NA,NA,4.43285980043971
"907","Brunot Island Power, LLC","Brunot Island","PA",NA,63032,3096,"3","63032 3096 3",9114,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","Brunot Island Power, LLC","Brunot Island","PA",NA,63032,3096,"2A","63032 3096 2A",7608,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","Brunot Island Power, LLC","Brunot Island","PA",NA,63032,3096,"2B","63032 3096 2B",7857,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","Brunot Island Power, LLC","Brunot Island","PA",NA,63032,3096,"ST4","63032 3096 ST4",11714,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","KeyCon Operating LLC","Conemaugh","PA",NA,63047,3118,"1","63047 3118 1",5122584,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","KeyCon Operating LLC","Conemaugh","PA",NA,63047,3118,"2","63047 3118 2",6322806,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","NRG Homer City Services LLC","Homer City Generating Station","PA","Indiana",58615,3122,"1","58615 3122 1",1702180,660,"Conventional Steam Coal","BIT","OP",6,1969,NA,NA,29.4413311194133
"914","NRG Homer City Services LLC","Homer City Generating Station","PA","Indiana",58615,3122,"2","58615 3122 2",1567044,660,"Conventional Steam Coal","BIT","OP",8,1969,NA,NA,27.1039850560399
"915","NRG Homer City Services LLC","Homer City Generating Station","PA","Indiana",58615,3122,"3","58615 3122 3",1861721,692,"Conventional Steam Coal","BIT","OP",11,1977,NA,NA,30.7117381951593
"916","Seward Generating LLC","Seward (PA)","PA","Indiana",61781,3130,"FB1","61781 3130 FB1",2570873,585,"Conventional Steam Coal","WC","OP",11,2004,NA,NA,50.1672911056473
"917","Shawville Power, LLC","Shawville","PA",NA,63044,3131,"1","63044 3131 1",38675,NA,NA,NA,NA,NA,NA,NA,NA,NA
